#multi:
	mass A		mass B		
t	x	vx	x	vx	
23.783	-0.216	-7.746E-2	0.213	6.979E-2
23.800	-0.217	-7.411E-2	0.214	6.588E-2
23.817	-0.219	-6.627E-2	0.216	6.987E-2
23.833	-0.220	-6.437E-2	0.217	6.827E-2
23.850	-0.221	-6.139E-2	0.218	6.165E-2
23.867	-0.222	-6.268E-2	0.219	6.357E-2
23.883	-0.223	-5.963E-2	0.220	6.303E-2
23.900	-0.224	-5.112E-2	0.221	5.360E-2
23.917	-0.224	-4.805E-2	0.222	5.015E-2
23.933	-0.225	-4.709E-2	0.223	4.965E-2
23.950	-0.226	-4.403E-2	0.223	3.982E-2
23.967	-0.227	-3.569E-2	0.224	3.584E-2
23.983	-0.227	-3.170E-2	0.225	3.215E-2
24.000	-0.228	-3.149E-2	0.225	2.387E-2
24.017	-0.228	-2.612E-2	0.225	2.396E-2
24.033	-0.229	-1.991E-2	0.226	2.061E-2
24.050	-0.229	-1.411E-2	0.226	1.555E-2
24.067	-0.229	-1.221E-2	0.226	1.444E-2
24.083	-0.229	-7.370E-3	0.227	9.343E-3
24.100	-0.229	-2.098E-3	0.227	1.082E-3
24.117	-0.229	-3.527E-3	0.227	6.096E-4
24.133	-0.229	5.323E-3	0.227	-5.200E-3
24.150	-0.229	1.335E-2	0.226	-1.271E-2
24.167	-0.229	1.684E-2	0.226	-1.577E-2
24.183	-0.229	2.173E-2	0.226	-2.129E-2
24.200	-0.228	1.857E-2	0.226	-2.510E-2
24.217	-0.228	2.869E-2	0.225	-2.886E-2
24.233	-0.227	4.267E-2	0.225	-3.578E-2
24.250	-0.227	3.947E-2	0.224	-4.118E-2
24.267	-0.226	4.220E-2	0.223	-4.337E-2
24.283	-0.225	4.538E-2	0.222	-4.426E-2
24.300	-0.224	4.543E-2	0.222	-4.372E-2
24.317	-0.224	5.032E-2	0.221	-5.268E-2
24.333	-0.223	5.369E-2	0.220	-5.719E-2
24.350	-0.222	5.956E-2	0.219	-5.793E-2
24.367	-0.221	6.631E-2	0.218	-6.639E-2
24.383	-0.220	6.723E-2	0.217	-7.027E-2
24.400	-0.219	7.005E-2	0.216	-7.348E-2
24.417	-0.217	7.159E-2	0.214	-7.368E-2
24.433	-0.216	7.411E-2	0.213	-7.787E-2
24.450	-0.215	7.947E-2	0.212	-7.925E-2
24.467	-0.214	7.840E-2	0.211	-8.203E-2
24.483	-0.212	7.677E-2	0.209	-8.762E-2
24.500	-0.211	8.282E-2	0.208	-8.565E-2
24.517	-0.210	8.531E-2	0.206	-8.744E-2
24.533	-0.208	8.164E-2	0.205	-8.867E-2
24.550	-0.207	8.412E-2	0.203	-8.747E-2
24.567	-0.205	8.798E-2	0.202	-8.918E-2
24.583	-0.204	8.628E-2	0.200	-9.170E-2
24.600	-0.202	8.678E-2	0.199	-9.097E-2
24.617	-0.201	8.973E-2	0.197	-9.288E-2
24.633	-0.199	8.770E-2	0.196	-9.114E-2
24.650	-0.198	8.830E-2	0.194	-9.032E-2
24.667	-0.197	8.987E-2	0.193	-9.028E-2
24.683	-0.195	8.571E-2	0.191	-8.678E-2
24.700	-0.194	8.310E-2	0.190	-8.836E-2
24.717	-0.192	8.385E-2	0.188	-8.849E-2
24.733	-0.191	8.554E-2	0.187	-8.540E-2
24.750	-0.189	8.754E-2	0.185	-8.366E-2
24.767	-0.188	8.196E-2	0.184	-8.349E-2
24.783	-0.187	7.520E-2	0.183	-8.244E-2
24.800	-0.185	7.368E-2	0.181	-8.031E-2
24.817	-0.184	7.445E-2	0.180	-7.732E-2
24.833	-0.183	7.021E-2	0.179	-7.322E-2
24.850	-0.182	6.555E-2	0.178	-7.128E-2
24.867	-0.181	6.510E-2	0.176	-7.004E-2
24.883	-0.180	6.518E-2	0.175	-6.638E-2
24.900	-0.179	6.224E-2	0.174	-6.498E-2
24.917	-0.178	5.756E-2	0.173	-5.829E-2
24.933	-0.177	5.375E-2	0.172	-5.177E-2
24.950	-0.176	4.932E-2	0.171	-5.084E-2
24.967	-0.175	4.911E-2	0.170	-5.060E-2
24.983	-0.174	4.146E-2	0.170	-4.664E-2
25.000	-0.174	3.682E-2	0.169	-3.566E-2
25.017	-0.173	3.428E-2	0.168	-2.900E-2
25.033	-0.173	2.869E-2	0.168	-3.002E-2
25.050	-0.172	2.774E-2	0.167	-2.784E-2
25.067	-0.172	2.266E-2	0.167	-2.575E-2
25.083	-0.171	1.757E-2	0.167	-1.745E-2
25.100	-0.171	1.550E-2	0.166	-1.277E-2
25.117	-0.171	1.359E-2	0.166	-1.123E-2
25.133	-0.171	3.887E-3	0.166	-3.029E-3
25.150	-0.171	-3.405E-3	0.166	1.381E-5
25.167	-0.171	-6.060E-3	0.166	6.822E-3
25.183	-0.171	-9.156E-3	0.166	9.402E-3
25.200	-0.171	-1.176E-2	0.166	7.858E-3
25.217	-0.171	-1.814E-2	0.167	1.526E-2
25.233	-0.172	-1.982E-2	0.167	2.241E-2
25.250	-0.172	-2.529E-2	0.167	2.663E-2
25.267	-0.172	-3.240E-2	0.168	3.092E-2
25.283	-0.173	-3.464E-2	0.168	3.316E-2
25.300	-0.174	-3.969E-2	0.169	3.725E-2
25.317	-0.174	-4.404E-2	0.170	4.427E-2
25.333	-0.175	-4.550E-2	0.170	4.841E-2
25.350	-0.176	-4.857E-2	0.171	4.906E-2
25.367	-0.177	-5.345E-2	0.172	5.169E-2
25.383	-0.178	-5.751E-2	0.173	5.925E-2
25.400	-0.179	-5.954E-2	0.174	6.300E-2
25.417	-0.180	-6.436E-2	0.175	6.389E-2
25.433	-0.181	-6.833E-2	0.176	7.043E-2
25.450	-0.182	-6.769E-2	0.177	6.977E-2
25.467	-0.183	-7.410E-2	0.178	7.065E-2
25.483	-0.184	-7.772E-2	0.180	7.959E-2
25.500	-0.186	-7.829E-2	0.181	8.115E-2
25.517	-0.187	-7.745E-2	0.182	7.932E-2
25.533	-0.188	-7.828E-2	0.184	7.915E-2
25.550	-0.190	-8.525E-2	0.185	8.467E-2
25.567	-0.191	-8.459E-2	0.187	8.786E-2
25.583	-0.192	-8.338E-2	0.188	8.674E-2
25.600	-0.194	-8.466E-2	0.189	8.913E-2
25.617	-0.195	-8.465E-2	0.191	9.374E-2
25.633	-0.197	-8.312E-2	0.193	9.191E-2
25.650	-0.198	-8.533E-2	0.194	8.698E-2
25.667	-0.199	-8.778E-2	0.195	8.805E-2
25.683	-0.201	-8.745E-2	0.197	8.950E-2
25.700	-0.202	-9.037E-2	0.198	9.336E-2
25.717	-0.204	-8.804E-2	0.200	9.333E-2
25.733	-0.205	-8.528E-2	0.202	8.632E-2
25.750	-0.207	-8.618E-2	0.203	8.573E-2
25.767	-0.208	-8.493E-2	0.204	8.654E-2
25.783	-0.210	-8.366E-2	0.206	8.730E-2
25.800	-0.211	-8.253E-2	0.207	8.605E-2
25.817	-0.212	-8.135E-2	0.209	8.062E-2
25.833	-0.214	-8.063E-2	0.210	8.014E-2
25.850	-0.215	-7.217E-2	0.211	7.968E-2
25.867	-0.216	-6.748E-2	0.213	7.448E-2
25.883	-0.217	-6.899E-2	0.214	7.454E-2
25.900	-0.218	-6.777E-2	0.215	6.870E-2
25.917	-0.220	-6.602E-2	0.216	6.384E-2
25.933	-0.221	-6.330E-2	0.217	6.648E-2
25.950	-0.222	-6.022E-2	0.218	6.220E-2
25.967	-0.223	-5.917E-2	0.219	5.588E-2
25.983	-0.224	-5.394E-2	0.220	5.194E-2
26.000	-0.224	-4.505E-2	0.221	4.930E-2
26.017	-0.225	-4.293E-2	0.222	4.777E-2
26.033	-0.226	-4.426E-2	0.223	4.203E-2
26.050	-0.227	-3.858E-2	0.223	3.492E-2
26.067	-0.227	-3.347E-2	0.224	3.505E-2
26.083	-0.228	-2.935E-2	0.224	3.120E-2
26.100	-0.228	-2.341E-2	0.225	2.562E-2
26.117	-0.228	-2.297E-2	0.225	2.123E-2
26.133	-0.229	-1.624E-2	0.226	1.601E-2
26.150	-0.229	-1.034E-2	0.226	1.232E-2
26.167	-0.229	-3.703E-3	0.226	8.826E-3
26.183	-0.229	8.786E-4	0.226	3.762E-3
26.200	-0.229	7.201E-4	0.226	2.074E-3
26.217	-0.229	7.264E-3	0.226	-2.428E-4
26.233	-0.229	1.482E-2	0.226	-9.193E-3
26.250	-0.229	1.687E-2	0.226	-1.497E-2
26.267	-0.228	2.153E-2	0.226	-1.652E-2
26.283	-0.228	2.338E-2	0.225	-2.139E-2
26.300	-0.228	2.572E-2	0.225	-2.921E-2
26.317	-0.227	3.138E-2	0.224	-3.137E-2
26.333	-0.227	3.417E-2	0.224	-3.238E-2
26.350	-0.226	4.167E-2	0.223	-4.090E-2
26.367	-0.225	4.117E-2	0.223	-4.271E-2
26.383	-0.225	4.263E-2	0.222	-4.524E-2
26.400	-0.224	5.413E-2	0.221	-5.303E-2
26.417	-0.223	5.657E-2	0.220	-5.704E-2
26.433	-0.222	5.494E-2	0.219	-5.533E-2
26.450	-0.221	6.226E-2	0.218	-5.828E-2
26.467	-0.220	6.710E-2	0.217	-6.483E-2
26.483	-0.219	6.716E-2	0.216	-6.721E-2
26.500	-0.218	6.789E-2	0.215	-6.792E-2
26.517	-0.216	7.316E-2	0.214	-7.320E-2
26.533	-0.215	7.416E-2	0.212	-7.740E-2
26.550	-0.214	7.660E-2	0.211	-7.839E-2
26.567	-0.213	8.576E-2	0.210	-7.854E-2
26.583	-0.211	7.823E-2	0.209	-8.339E-2
26.600	-0.210	8.159E-2	0.207	-8.609E-2
26.617	-0.208	8.728E-2	0.206	-8.177E-2
26.633	-0.207	8.523E-2	0.204	-8.786E-2
26.650	-0.206	9.193E-2	0.203	-8.636E-2
26.667	-0.204	9.118E-2	0.201	-8.886E-2
26.683	-0.202	8.728E-2	0.200	-9.144E-2
26.700	-0.201	8.733E-2	0.198	-8.733E-2
26.717	-0.200	9.377E-2	0.197	-8.821E-2
26.733	-0.198	9.181E-2	0.195	-8.923E-2
26.750	-0.196	8.709E-2	0.194	-8.998E-2
26.767	-0.195	8.646E-2	0.192	-8.933E-2
26.783	-0.194	8.554E-2	0.191	-8.681E-2
26.800	-0.192	8.582E-2	0.190	-8.877E-2
26.817	-0.191	8.161E-2	0.188	-8.841E-2
26.833	-0.189	8.231E-2	0.187	-8.389E-2
26.850	-0.188	8.389E-2	0.185	-8.259E-2
26.867	-0.187	7.933E-2	0.184	-7.873E-2
26.883	-0.185	7.288E-2	0.183	-7.768E-2
26.900	-0.184	7.295E-2	0.181	-7.753E-2
26.917	-0.183	7.470E-2	0.180	-7.710E-2
26.933	-0.182	7.153E-2	0.179	-7.316E-2
26.950	-0.181	6.966E-2	0.178	-6.762E-2
26.967	-0.179	6.736E-2	0.176	-6.813E-2
26.983	-0.178	5.864E-2	0.175	-6.700E-2
27.000	-0.177	5.680E-2	0.174	-5.904E-2
27.017	-0.176	5.902E-2	0.173	-5.264E-2
27.033	-0.175	4.784E-2	0.172	-4.917E-2
27.050	-0.175	4.548E-2	0.172	-4.782E-2
27.067	-0.174	4.444E-2	0.171	-4.728E-2
27.083	-0.173	3.620E-2	0.170	-4.127E-2
27.100	-0.173	3.480E-2	0.170	-3.383E-2
27.117	-0.172	3.401E-2	0.169	-3.086E-2
27.133	-0.172	3.071E-2	0.168	-2.813E-2
27.150	-0.171	2.359E-2	0.168	-2.333E-2
27.167	-0.171	1.516E-2	0.168	-1.735E-2
27.183	-0.171	1.042E-2	0.167	-1.430E-2
27.200	-0.170	1.048E-2	0.167	-1.149E-2
27.217	-0.170	6.571E-3	0.167	-1.101E-2
27.233	-0.170	-4.821E-4	0.167	-7.327E-3
27.250	-0.170	-5.294E-3	0.167	1.878E-3
27.267	-0.170	-8.336E-3	0.167	4.990E-3
27.283	-0.171	-1.072E-2	0.167	7.603E-3
27.300	-0.171	-1.537E-2	0.167	1.716E-2
27.317	-0.171	-2.181E-2	0.168	2.145E-2
27.333	-0.172	-2.550E-2	0.168	2.473E-2
27.350	-0.172	-3.072E-2	0.168	2.814E-2
27.367	-0.173	-3.547E-2	0.169	2.736E-2
27.383	-0.173	-4.052E-2	0.169	3.378E-2
27.400	-0.174	-4.245E-2	0.170	4.106E-2
27.417	-0.175	-4.446E-2	0.171	4.468E-2
27.433	-0.175	-5.158E-2	0.171	4.801E-2
27.450	-0.176	-5.139E-2	0.172	5.700E-2
27.467	-0.177	-5.438E-2	0.173	5.600E-2
27.483	-0.178	-6.016E-2	0.174	5.385E-2
27.500	-0.179	-6.248E-2	0.175	6.244E-2
27.517	-0.180	-6.872E-2	0.176	6.465E-2
27.533	-0.181	-7.360E-2	0.177	6.811E-2
27.550	-0.183	-7.313E-2	0.179	7.343E-2
27.567	-0.184	-7.528E-2	0.180	7.647E-2
27.583	-0.185	-7.647E-2	0.181	7.596E-2
27.600	-0.186	-7.751E-2	0.182	7.925E-2
27.617	-0.188	-7.723E-2	0.184	7.878E-2
27.633	-0.189	-8.061E-2	0.185	7.602E-2
27.650	-0.190	-8.621E-2	0.186	8.182E-2
27.667	-0.192	-8.464E-2	0.188	8.640E-2
27.683	-0.193	-8.694E-2	0.189	8.856E-2
27.700	-0.195	-8.662E-2	0.191	8.931E-2
27.717	-0.196	-8.671E-2	0.192	8.908E-2
27.733	-0.198	-8.702E-2	0.194	8.922E-2
27.750	-0.199	-8.760E-2	0.195	9.164E-2
27.767	-0.201	-9.193E-2	0.197	9.050E-2
27.783	-0.202	-9.188E-2	0.198	8.719E-2
27.800	-0.204	-8.573E-2	0.200	9.073E-2
27.817	-0.205	-8.289E-2	0.201	8.683E-2
27.833	-0.206	-8.664E-2	0.202	8.554E-2
27.850	-0.208	-8.399E-2	0.204	8.791E-2
27.867	-0.209	-8.076E-2	0.205	8.644E-2
27.883	-0.211	-8.059E-2	0.207	8.279E-2
27.900	-0.212	-8.335E-2	0.208	8.227E-2
27.917	-0.213	-7.996E-2	0.210	8.168E-2
27.933	-0.215	-7.630E-2	0.211	7.635E-2
27.950	-0.216	-7.736E-2	0.212	7.377E-2
27.967	-0.217	-7.380E-2	0.213	6.803E-2
27.983	-0.218	-6.801E-2	0.214	6.678E-2
28.000	-0.219	-6.649E-2	0.216	6.756E-2
28.017	-0.221	-6.376E-2	0.217	6.680E-2
28.033	-0.221	-5.702E-2	0.218	6.355E-2
28.050	-0.222	-5.716E-2	0.219	5.681E-2
28.067	-0.223	-5.442E-2	0.220	5.162E-2
28.083	-0.224	-5.071E-2	0.220	4.876E-2
28.100	-0.225	-4.460E-2	0.221	4.846E-2
28.117	-0.226	-4.082E-2	0.222	4.291E-2
28.133	-0.226	-4.141E-2	0.223	3.528E-2
28.150	-0.227	-3.502E-2	0.223	3.279E-2
28.167	-0.228	-2.792E-2	0.224	3.223E-2
28.183	-0.228	-2.362E-2	0.224	2.790E-2
28.200	-0.228	-2.227E-2	0.225	2.239E-2
28.217	-0.229	-1.874E-2	0.225	1.856E-2
28.233	-0.229	-1.272E-2	0.225	1.570E-2
28.250	-0.229	-6.269E-3	0.226	1.085E-2
28.267	-0.229	-4.822E-4	0.226	3.719E-3
28.283	-0.229	2.650E-3	0.226	-1.959E-3
28.300	-0.229	5.977E-3	0.226	-5.570E-3
28.317	-0.229	1.342E-2	0.226	-8.182E-3
28.333	-0.229	1.506E-2	0.225	-1.042E-2
28.350	-0.228	1.713E-2	0.225	-1.670E-2
28.367	-0.228	1.987E-2	0.225	-2.091E-2
28.383	-0.228	2.533E-2	0.225	-2.407E-2
28.400	-0.227	3.483E-2	0.224	-3.453E-2
28.417	-0.227	3.758E-2	0.223	-3.536E-2
28.433	-0.226	4.053E-2	0.223	-4.110E-2
28.450	-0.225	4.548E-2	0.222	-4.549E-2
28.467	-0.225	4.974E-2	0.221	-4.462E-2
28.483	-0.224	4.972E-2	0.221	-4.756E-2
28.500	-0.223	5.077E-2	0.220	-5.451E-2
28.517	-0.222	5.936E-2	0.219	-5.705E-2
28.533	-0.221	6.487E-2	0.218	-5.993E-2
28.550	-0.220	6.356E-2	0.217	-6.599E-2
28.567	-0.219	6.483E-2	0.216	-6.690E-2
28.583	-0.218	6.921E-2	0.214	-6.977E-2
28.600	-0.216	7.106E-2	0.213	-7.632E-2
28.617	-0.215	6.871E-2	0.212	-7.282E-2
28.633	-0.214	7.774E-2	0.211	-7.179E-2
28.650	-0.213	8.400E-2	0.210	-7.719E-2
28.667	-0.211	8.411E-2	0.208	-7.840E-2
28.683	-0.210	8.516E-2	0.207	-7.949E-2
28.700	-0.209	8.148E-2	0.206	-8.287E-2
28.717	-0.207	8.482E-2	0.204	-8.538E-2
28.733	-0.206	8.856E-2	0.203	-8.331E-2
28.750	-0.204	8.818E-2	0.201	-8.581E-2
28.767	-0.203	8.547E-2	0.200	-8.377E-2
28.783	-0.201	8.427E-2	0.199	-8.590E-2
28.800	-0.200	8.792E-2	0.197	-8.878E-2
28.817	-0.198	9.092E-2	0.196	-8.362E-2
28.833	-0.197	8.393E-2	0.194	-8.842E-2
28.850	-0.196	8.456E-2	0.193	-8.959E-2
28.867	-0.194	8.962E-2	0.191	-8.391E-2
28.883	-0.193	8.523E-2	0.190	-8.517E-2
28.900	-0.191	8.592E-2	0.188	-8.387E-2
28.917	-0.190	8.590E-2	0.187	-8.107E-2
28.933	-0.188	8.164E-2	0.186	-8.172E-2
28.950	-0.187	7.793E-2	0.184	-8.026E-2
28.967	-0.186	7.717E-2	0.183	-8.000E-2
28.983	-0.184	7.629E-2	0.182	-7.735E-2
29.000	-0.183	7.476E-2	0.181	-7.084E-2
29.017	-0.182	7.182E-2	0.179	-6.931E-2
29.033	-0.181	6.613E-2	0.178	-6.824E-2
29.050	-0.180	6.523E-2	0.177	-6.887E-2
29.067	-0.179	6.379E-2	0.176	-6.320E-2
29.083	-0.178	5.540E-2	0.175	-5.951E-2
29.100	-0.177	5.164E-2	0.174	-5.344E-2
29.117	-0.176	5.101E-2	0.173	-4.778E-2
29.133	-0.175	4.913E-2	0.172	-5.006E-2
29.150	-0.174	4.575E-2	0.172	-4.718E-2
29.167	-0.174	4.046E-2	0.171	-3.780E-2
29.183	-0.173	3.262E-2	0.170	-3.468E-2
29.200	-0.173	3.014E-2	0.170	-3.164E-2
29.217	-0.172	2.793E-2	0.169	-2.503E-2
29.233	-0.172	2.494E-2	0.169	-2.487E-2
29.250	-0.171	1.833E-2	0.168	-2.015E-2
29.267	-0.171	1.476E-2	0.168	-1.643E-2
29.283	-0.171	1.115E-2	0.168	-7.755E-3
29.300	-0.171	4.312E-3	0.168	-1.264E-3
29.317	-0.170	4.228E-3	0.168	-9.617E-4
29.333	-0.170	1.532E-3	0.168	4.191E-4
29.350	-0.170	-5.867E-3	0.168	7.801E-3
29.367	-0.171	-1.037E-2	0.168	1.039E-2
29.383	-0.171	-1.406E-2	0.168	1.064E-2
29.400	-0.171	-2.222E-2	0.168	2.028E-2
29.417	-0.172	-2.566E-2	0.169	2.055E-2
29.433	-0.172	-2.451E-2	0.169	3.028E-2
29.450	-0.172	-3.434E-2	0.170	3.465E-2
29.467	-0.173	-4.040E-2	0.170	3.117E-2
29.483	-0.174	-3.855E-2	0.171	4.184E-2
29.500	-0.174	-4.264E-2	0.172	4.273E-2
29.517	-0.175	-4.877E-2	0.172	4.280E-2
29.533	-0.176	-5.402E-2	0.173	5.137E-2
29.550	-0.177	-5.520E-2	0.174	5.495E-2
29.567	-0.178	-5.721E-2	0.175	5.767E-2
29.583	-0.179	-5.875E-2	0.176	5.807E-2
29.600	-0.180	-6.519E-2	0.177	6.503E-2
29.617	-0.181	-6.653E-2	0.178	6.795E-2
29.633	-0.182	-6.747E-2	0.179	6.867E-2
29.650	-0.183	-7.469E-2	0.180	7.500E-2
29.667	-0.185	-7.769E-2	0.182	7.368E-2
29.683	-0.186	-7.795E-2	0.183	7.203E-2
29.700	-0.187	-8.069E-2	0.184	7.581E-2
29.717	-0.189	-8.424E-2	0.185	7.934E-2
29.733	-0.190	-8.497E-2	0.187	7.809E-2
29.750	-0.191	-8.533E-2	0.188	8.294E-2
29.767	-0.193	-8.611E-2	0.189	8.521E-2
29.783	-0.194	-8.212E-2	0.191	8.131E-2
29.800	-0.196	-8.522E-2	0.192	8.591E-2
29.817	-0.197	-8.920E-2	0.194	8.650E-2
29.833	-0.199	-9.179E-2	0.195	8.224E-2
29.850	-0.200	-8.925E-2	0.196	8.522E-2
29.867	-0.201	-8.274E-2	0.198	8.737E-2
29.883	-0.203	-8.943E-2	0.199	8.760E-2
29.900	-0.204	-8.713E-2	0.201	8.639E-2
29.917	-0.206	-8.336E-2	0.202	8.815E-2
29.933	-0.207	-8.409E-2	0.204	8.616E-2
29.950	-0.209	-8.257E-2	0.205	7.760E-2
29.967	-0.210	-8.613E-2	0.206	7.802E-2
29.983	-0.211	-8.334E-2	0.208	8.019E-2
30.000	-0.213	-7.826E-2	0.209	7.394E-2
30.017	-0.214	-7.702E-2	0.210	7.641E-2
30.033	-0.215	-7.651E-2	0.212	7.457E-2
30.050	-0.217	-6.994E-2	0.213	6.887E-2
30.067	-0.218	-6.663E-2	0.214	6.969E-2
30.083	-0.219	-6.909E-2	0.215	6.482E-2
30.100	-0.220	-6.775E-2	0.216	6.306E-2
30.117	-0.221	-6.362E-2	0.217	6.169E-2
30.133	-0.222	-5.764E-2	0.218	5.722E-2
30.150	-0.223	-5.287E-2	0.219	5.425E-2
30.167	-0.224	-4.849E-2	0.220	4.958E-2
30.183	-0.225	-4.824E-2	0.221	4.353E-2
30.200	-0.225	-4.481E-2	0.221	4.459E-2
30.217	-0.226	-3.619E-2	0.222	3.998E-2
30.233	-0.227	-3.452E-2	0.223	3.276E-2
30.250	-0.227	-3.094E-2	0.223	2.808E-2
30.267	-0.228	-2.715E-2	0.224	2.765E-2
30.283	-0.228	-2.883E-2	0.224	2.702E-2
30.300	-0.229	-2.130E-2	0.224	1.797E-2
30.317	-0.229	-1.499E-2	0.225	1.764E-2
30.333	-0.229	-9.405E-3	0.225	1.116E-2
30.350	-0.229	2.257E-4	0.225	1.023E-3
30.367	-0.229	3.102E-3	0.225	1.250E-3
30.383	-0.229	3.900E-3	0.225	-2.278E-3
30.400	-0.229	7.391E-3	0.225	-1.210E-2
30.417	-0.229	1.296E-2	0.225	-1.074E-2
30.433	-0.229	1.703E-2	0.225	-1.238E-2
30.450	-0.228	1.908E-2	0.224	-2.019E-2
30.467	-0.228	2.663E-2	0.224	-2.838E-2
30.483	-0.227	2.729E-2	0.223	-3.504E-2
30.500	-0.227	3.595E-2	0.223	-3.631E-2
30.517	-0.226	4.368E-2	0.222	-3.851E-2
30.533	-0.226	4.511E-2	0.222	-4.347E-2
30.550	-0.225	4.633E-2	0.221	-4.707E-2
30.567	-0.224	4.378E-2	0.220	-4.435E-2
30.583	-0.223	5.266E-2	0.219	-4.951E-2
30.600	-0.222	5.458E-2	0.218	-5.490E-2
30.617	-0.221	5.994E-2	0.217	-5.961E-2
30.633	-0.220	6.360E-2	0.216	-6.410E-2
30.650	-0.219	6.436E-2	0.215	-6.472E-2
30.667	-0.218	6.700E-2	0.214	-6.446E-2
30.683	-0.217	6.866E-2	0.213	-6.898E-2
30.700	-0.216	7.074E-2	0.212	-7.344E-2
30.717	-0.215	7.272E-2	0.211	-7.221E-2
30.733	-0.213	7.612E-2	0.209	-7.775E-2
30.750	-0.212	7.795E-2	0.208	-8.372E-2
30.767	-0.211	8.558E-2	0.207	-8.293E-2
30.783	-0.209	8.458E-2	0.205	-7.726E-2
30.800	-0.208	8.288E-2	0.204	-8.121E-2
30.817	-0.207	8.576E-2	0.203	-8.485E-2
30.833	-0.205	8.673E-2	0.201	-8.564E-2
30.850	-0.204	8.831E-2	0.200	-9.127E-2
30.867	-0.202	8.616E-2	0.198	-8.761E-2
30.883	-0.201	8.672E-2	0.197	-8.238E-2
30.900	-0.199	8.966E-2	0.195	-8.363E-2
30.917	-0.198	8.577E-2	0.194	-8.828E-2
30.933	-0.196	8.563E-2	0.193	-8.545E-2
30.950	-0.195	8.632E-2	0.191	-8.458E-2
30.967	-0.194	8.525E-2	0.190	-8.721E-2
30.983	-0.192	8.583E-2	0.188	-8.387E-2
31.000	-0.191	8.227E-2	0.187	-8.231E-2
31.017	-0.189	7.738E-2	0.186	-8.116E-2
31.033	-0.188	7.774E-2	0.184	-8.004E-2
31.050	-0.187	7.828E-2	0.183	-7.755E-2
31.067	-0.186	7.600E-2	0.182	-7.288E-2
31.083	-0.184	7.276E-2	0.180	-6.976E-2
31.100	-0.183	6.599E-2	0.179	-7.267E-2
31.117	-0.182	6.469E-2	0.178	-6.906E-2
31.133	-0.181	6.725E-2	0.177	-5.971E-2
31.150	-0.180	6.330E-2	0.176	-6.319E-2
31.167	-0.179	5.845E-2	0.175	-5.986E-2
31.183	-0.178	5.566E-2	0.174	-5.288E-2
31.200	-0.177	5.116E-2	0.173	-4.842E-2
31.217	-0.176	5.174E-2	0.172	-4.510E-2
31.233	-0.175	4.750E-2	0.172	-4.246E-2
31.250	-0.175	4.312E-2	0.171	-4.370E-2
31.267	-0.174	3.576E-2	0.170	-3.585E-2
31.283	-0.173	3.546E-2	0.170	-2.778E-2
31.300	-0.173	3.477E-2	0.169	-3.105E-2
31.317	-0.172	2.492E-2	0.169	-2.581E-2
31.333	-0.172	2.115E-2	0.168	-1.926E-2
31.350	-0.172	1.553E-2	0.168	-1.463E-2
31.367	-0.171	1.039E-2	0.168	-1.067E-2
31.383	-0.171	7.812E-3	0.168	-5.819E-3
31.400	-0.171	6.426E-3	0.168	-3.073E-3
31.417	-0.171	3.131E-3	0.168	-1.512E-3
31.433	-0.171	1.043E-3	0.168	4.272E-3
31.450	-0.171	-7.193E-3	0.168	1.224E-2
31.467	-0.171		0.168	
