#multi:
	mass A		mass B		
t	x	vx	x	vx	
8.750	-0.243	2.485E-2	0.181	-0.131
8.767	-0.242	2.471E-2	0.179	-0.136
8.783	-0.242	3.366E-2	0.177	-0.138
8.800	-0.241	3.370E-2	0.174	-0.136
8.817	-0.241	3.650E-2	0.172	-0.133
8.833	-0.240	4.034E-2	0.170	-0.136
8.850	-0.239	4.044E-2	0.168	-0.138
8.867	-0.239	4.059E-2	0.165	-0.138
8.883	-0.238	4.032E-2	0.163	-0.139
8.900	-0.237	4.958E-2	0.161	-0.137
8.917	-0.236	5.102E-2	0.158	-0.136
8.933	-0.236	4.493E-2	0.156	-0.134
8.950	-0.235	4.984E-2	0.154	-0.133
8.967	-0.234	4.988E-2	0.152	-0.131
8.983	-0.233	5.283E-2	0.150	-0.127
9.000	-0.232	5.888E-2	0.148	-0.123
9.017	-0.231	5.202E-2	0.146	-0.126
9.033	-0.230	5.307E-2	0.143	-0.125
9.050	-0.229	5.667E-2	0.141	-0.111
9.067	-0.229	5.382E-2	0.140	-0.110
9.083	-0.228	5.294E-2	0.138	-0.110
9.100	-0.227	5.349E-2	0.136	-0.108
9.117	-0.226	5.591E-2	0.134	-0.105
9.133	-0.225	6.021E-2	0.132	-9.691E-2
9.150	-0.224	5.475E-2	0.131	-9.117E-2
9.167	-0.223	5.067E-2	0.129	-8.551E-2
9.183	-0.222	5.285E-2	0.128	-8.164E-2
9.200	-0.221	4.953E-2	0.127	-7.455E-2
9.217	-0.221	5.112E-2	0.126	-6.899E-2
9.233	-0.220	5.194E-2	0.124	-6.568E-2
9.250	-0.219	4.762E-2	0.123	-5.730E-2
9.267	-0.218	4.508E-2	0.122	-4.982E-2
9.283	-0.217	4.490E-2	0.122	-4.954E-2
9.300	-0.217	4.280E-2	0.121	-4.144E-2
9.317	-0.216	3.838E-2	0.120	-3.445E-2
9.333	-0.215	1.738E-2	0.120	-1.766E-2
9.350	-0.215	1.723E-2	0.120	-1.176E-2
9.367	-0.215	3.525E-2	0.119	-2.214E-2
9.383	-0.214	3.156E-2	0.119	-1.552E-2
9.400	-0.214	2.933E-2	0.119	-9.644E-3
9.417	-0.213	3.226E-2	0.119	-3.794E-3
9.433	-0.213	2.825E-2	0.119	1.632E-3
9.450	-0.212	1.797E-2	0.119	8.818E-3
9.467	-0.212	2.027E-2	0.119	1.857E-2
9.483	-0.212	2.299E-2	0.119	2.520E-2
9.500	-0.211	1.684E-2	0.120	2.770E-2
9.517	-0.211	1.786E-2	0.120	3.602E-2
9.533	-0.211	1.001E-2	0.121	4.752E-2
9.550	-0.211	1.904E-3	0.122	5.009E-2
9.567	-0.211	1.336E-3	0.123	5.112E-2
9.583	-0.211	-1.046E-3	0.124	6.006E-2
9.600	-0.211	4.018E-5	0.125	7.150E-2
9.617	-0.211	-2.698E-3	0.126	7.233E-2
9.633	-0.211	-7.490E-3	0.127	7.706E-2
9.650	-0.211	-4.269E-3	0.128	8.718E-2
9.667	-0.211	-3.712E-3	0.130	8.840E-2
9.683	-0.211	-1.079E-2	0.131	9.569E-2
9.700	-0.211	-1.613E-2	0.133	0.100
9.717	-0.211	-1.865E-2	0.135	0.105
9.733	-0.212	-1.762E-2	0.137	0.112
9.750	-0.212	-2.020E-2	0.138	0.110
9.767	-0.212	-2.173E-2	0.140	0.122
9.783	-0.213	-1.892E-2	0.143	0.123
9.800	-0.213	-2.454E-2	0.144	0.121
9.817	-0.214	-3.091E-2	0.147	0.133
9.833	-0.214	-3.413E-2	0.149	0.131
9.850	-0.215	-3.540E-2	0.151	0.131
9.867	-0.215	-3.308E-2	0.153	0.134
9.883	-0.216	-3.509E-2	0.155	0.139
9.900	-0.216	-3.611E-2	0.158	0.141
9.917	-0.217	-3.552E-2	0.160	0.142
9.933	-0.218	-3.341E-2	0.163	0.145
9.950	-0.218	-3.391E-2	0.165	0.143
9.967	-0.219	-3.616E-2	0.167	0.146
9.983	-0.219	-3.889E-2	0.170	0.147
10.000	-0.220	-3.980E-2	0.172	0.147
10.017	-0.221	-3.738E-2	0.175	0.148
10.033	-0.221	-3.659E-2	0.177	0.146
10.050	-0.222	-3.627E-2	0.180	0.144
10.067	-0.223	-3.598E-2	0.182	0.144
10.083	-0.223	-3.589E-2	0.184	0.139
10.100	-0.224	-3.203E-2	0.187	0.139
10.117	-0.224	-3.590E-2	0.189	0.138
10.133	-0.225	-3.709E-2	0.191	0.136
10.150	-0.225	-2.782E-2	0.194	0.133
10.167	-0.226	-3.091E-2	0.196	0.130
10.183	-0.226	-2.945E-2	0.198	0.126
10.200	-0.227	-2.715E-2	0.200	0.123
10.217	-0.227	-2.853E-2	0.202	0.123
10.233	-0.228	-1.936E-2	0.204	0.120
10.250	-0.228	-1.929E-2	0.206	0.111
10.267	-0.228	-1.733E-2	0.208	0.105
10.283	-0.229	-1.235E-2	0.209	0.101
10.300	-0.229	-1.525E-2	0.211	0.101
10.317	-0.229	-9.774E-3	0.213	9.404E-2
10.333	-0.229	-8.116E-3	0.214	8.448E-2
10.350	-0.229	-9.750E-3	0.216	7.835E-2
10.367	-0.229	-8.122E-3	0.217	7.051E-2
10.383	-0.230	-5.355E-3	0.218	6.748E-2
10.400	-0.230	3.771E-4	0.219	6.461E-2
10.417	-0.230	2.447E-3	0.220	5.727E-2
10.433	-0.230	2.498E-3	0.221	4.473E-2
10.450	-0.230	8.066E-3	0.222	4.009E-2
10.467	-0.229	7.948E-3	0.222	3.906E-2
10.483	-0.229	8.093E-3	0.223	3.283E-2
10.500	-0.229	1.488E-2	0.223	2.675E-2
10.517	-0.229	1.832E-2	0.224	1.633E-2
10.533	-0.228	2.115E-2	0.224	4.121E-3
10.550	-0.228	2.565E-2	0.224	-5.371E-4
10.567	-0.228	2.381E-2	0.224	-3.870E-3
10.583	-0.227	2.326E-2	0.224	-1.209E-2
10.600	-0.227	2.872E-2	0.224	-1.478E-2
10.617	-0.226	3.188E-2	0.223	-1.973E-2
10.633	-0.226	3.049E-2	0.223	-2.795E-2
10.650	-0.225	3.286E-2	0.222	-3.380E-2
10.667	-0.225	3.722E-2	0.222	-3.888E-2
10.683	-0.224	3.641E-2	0.221	-4.470E-2
10.700	-0.223	3.967E-2	0.220	-5.879E-2
10.717	-0.223	4.201E-2	0.219	-6.434E-2
10.733	-0.222	3.993E-2	0.218	-6.247E-2
10.750	-0.221	4.230E-2	0.217	-6.921E-2
10.767	-0.221	4.928E-2	0.216	-7.503E-2
10.783	-0.220	4.292E-2	0.215	-7.838E-2
10.800	-0.219	4.895E-2	0.213	-8.810E-2
10.817	-0.218	5.974E-2	0.212	-9.165E-2
10.833	-0.217	5.250E-2	0.210	-9.848E-2
10.850	-0.216	5.050E-2	0.208	-0.106
10.867	-0.216	4.951E-2	0.207	-0.104
10.883	-0.215	5.087E-2	0.205	-0.109
10.900	-0.214	5.353E-2	0.203	-0.114
10.917	-0.213	5.201E-2	0.201	-0.119
10.933	-0.212	5.529E-2	0.199	-0.120
10.950	-0.211	5.486E-2	0.197	-0.123
10.967	-0.210	4.724E-2	0.195	-0.128
10.983	-0.210	4.460E-2	0.193	-0.131
11.000	-0.209	4.826E-2	0.191	-0.133
11.017	-0.208	4.926E-2	0.188	-0.135
11.033	-0.207	4.699E-2	0.186	-0.136
11.050	-0.206	4.751E-2	0.184	-0.133
11.067	-0.206	4.687E-2	0.182	-0.136
11.083	-0.205	4.410E-2	0.179	-0.136
11.100	-0.204	4.380E-2	0.177	-0.137
11.117	-0.203	3.828E-2	0.175	-0.139
11.133	-0.203	3.426E-2	0.172	-0.138
11.150	-0.202	3.397E-2	0.170	-0.140
11.167	-0.202	3.306E-2	0.168	-0.139
11.183	-0.201	3.509E-2	0.166	-0.136
11.200	-0.201	2.631E-2	0.163	-0.137
11.217	-0.200	2.441E-2	0.161	-0.133
11.233	-0.200	2.477E-2	0.159	-0.129
11.250	-0.199	1.657E-2	0.157	-0.126
11.267	-0.199	1.584E-2	0.155	-0.126
11.283	-0.199	9.981E-3	0.152	-0.125
11.300	-0.199	1.112E-2	0.150	-0.117
11.317	-0.198	9.524E-3	0.149	-0.110
11.333	-0.198	-8.895E-4	0.147	-0.112
11.350	-0.199	-2.108E-3	0.145	-0.113
11.367	-0.199	-2.424E-3	0.143	-0.107
11.383	-0.199	-1.031E-2	0.141	-9.950E-2
11.400	-0.199	-9.563E-3	0.140	-9.582E-2
11.417	-0.199	-7.906E-3	0.138	-9.338E-2
11.433	-0.199	-1.809E-2	0.137	-8.802E-2
11.450	-0.200	-2.270E-2	0.135	-8.166E-2
11.467	-0.200	-2.311E-2	0.134	-7.175E-2
11.483	-0.200	-2.591E-2	0.133	-6.678E-2
11.500	-0.201	-3.041E-2	0.132	-6.505E-2
11.517	-0.201	-3.469E-2	0.131	-6.057E-2
11.533	-0.202	-3.805E-2	0.130	-5.521E-2
11.550	-0.203	-4.253E-2	0.129	-5.079E-2
11.567	-0.203	-4.644E-2	0.128	-4.682E-2
11.583	-0.204	-4.716E-2	0.127	-3.760E-2
11.600	-0.205	-4.928E-2	0.127	-3.161E-2
11.617	-0.206	-5.355E-2	0.126	-2.782E-2
11.633	-0.207	-5.628E-2	0.126	-1.892E-2
11.650	-0.208	-5.962E-2	0.125	-1.549E-2
11.667	-0.209	-6.484E-2	0.125	-9.626E-3
11.683	-0.210	-7.215E-2	0.125	-1.111E-3
11.700	-0.211	-7.420E-2	0.125	2.061E-3
11.717	-0.212	-7.397E-2	0.125	8.597E-3
11.733	-0.214	-7.602E-2	0.125	1.503E-2
11.750	-0.215	-7.400E-2	0.126	1.844E-2
11.767	-0.216	-7.717E-2	0.126	2.835E-2
11.783	-0.217	-7.697E-2	0.127	3.121E-2
11.800	-0.219	-7.861E-2	0.127	3.445E-2
11.817	-0.220	-8.633E-2	0.128	4.125E-2
11.833	-0.221	-8.662E-2	0.128	4.344E-2
11.850	-0.223	-8.277E-2	0.129	5.101E-2
11.867	-0.224	-8.553E-2	0.130	6.106E-2
11.883	-0.226	-8.697E-2	0.131	6.428E-2
11.900	-0.227	-8.401E-2	0.132	6.700E-2
11.917	-0.229	-8.582E-2	0.134	7.118E-2
11.933	-0.230	-8.964E-2	0.135	7.670E-2
11.950	-0.232	-8.720E-2	0.136	7.673E-2
11.967	-0.233	-8.522E-2	0.137	7.728E-2
11.983	-0.234	-8.606E-2	0.139	8.958E-2
12.000	-0.236	-8.299E-2	0.140	9.456E-2
12.017	-0.237	-8.341E-2	0.142	9.341E-2
12.033	-0.239	-8.191E-2	0.143	9.668E-2
12.050	-0.240	-7.957E-2	0.145	0.103
12.067	-0.241	-8.218E-2	0.147	0.104
12.083	-0.243	-7.833E-2	0.149	0.104
12.100	-0.244	-7.407E-2	0.150	0.103
12.117	-0.245	-7.166E-2	0.152	0.106
12.133	-0.246	-7.028E-2	0.154	0.108
12.150	-0.247	-6.997E-2	0.156	0.107
12.167	-0.249	-6.136E-2	0.157	0.104
12.183	-0.249	-6.261E-2	0.159	0.109
12.200	-0.251	-6.152E-2	0.161	0.117
12.217	-0.252	-5.224E-2	0.163	0.115
12.233	-0.252	-4.824E-2	0.165	0.112
12.250	-0.253	-4.648E-2	0.167	0.111
12.267	-0.254	-4.344E-2	0.169	0.115
12.283	-0.255	-3.552E-2	0.171	0.113
12.300	-0.255	-3.386E-2	0.172	0.110
12.317	-0.256	-2.821E-2	0.174	0.110
12.333	-0.256	-2.113E-2	0.176	0.107
12.350	-0.256	-2.338E-2	0.178	0.104
12.367	-0.257	-1.513E-2	0.179	0.104
12.383	-0.257	-6.357E-3	0.181	0.103
12.400	-0.257	-8.725E-3	0.183	9.969E-2
12.417	-0.257	-1.746E-3	0.185	0.101
12.433	-0.257	3.755E-3	0.186	9.510E-2
12.450	-0.257	6.838E-3	0.188	9.327E-2
12.467	-0.257	1.130E-2	0.189	8.935E-2
12.483	-0.257	1.195E-2	0.191	8.277E-2
12.500	-0.256	2.497E-2	0.192	8.128E-2
12.517	-0.256	3.126E-2	0.193	8.012E-2
12.533	-0.255	3.019E-2	0.195	7.457E-2
12.550	-0.255	3.704E-2	0.196	6.753E-2
12.567	-0.254	4.193E-2	0.197	6.602E-2
12.583	-0.253	4.694E-2	0.198	5.970E-2
12.600	-0.253	5.657E-2	0.199	5.734E-2
12.617	-0.252	6.014E-2	0.200	5.286E-2
12.633	-0.251	6.170E-2	0.201	4.186E-2
12.650	-0.250	6.602E-2	0.201	3.889E-2
12.667	-0.248	6.977E-2	0.202	3.980E-2
12.683	-0.247	7.561E-2	0.203	3.666E-2
12.700	-0.246	7.704E-2	0.203	3.190E-2
12.717	-0.245	8.142E-2	0.204	2.717E-2
12.733	-0.243	8.648E-2	0.204	1.980E-2
12.750	-0.242	8.953E-2	0.204	1.579E-2
12.767	-0.240	9.621E-2	0.205	1.128E-2
12.783	-0.239	0.101	0.205	5.446E-3
12.800	-0.237	0.104	0.205	-1.533E-3
12.817	-0.235	0.106	0.205	-7.573E-3
12.833	-0.233	0.107	0.205	-1.024E-2
12.850	-0.231	0.112	0.204	-1.189E-2
12.867	-0.230	0.114	0.204	-1.425E-2
12.883	-0.228	0.112	0.204	-1.825E-2
12.900	-0.226	0.114	0.204	-2.404E-2
12.917	-0.224	0.111	0.203	-3.294E-2
12.933	-0.222	0.111	0.203	-3.813E-2
12.950	-0.220	0.119	0.202	-4.101E-2
12.967	-0.218	0.120	0.201	-4.064E-2
12.983	-0.216	0.116	0.201	-4.253E-2
13.000	-0.214	0.118	0.200	-4.731E-2
13.017	-0.212	0.121	0.199	-4.996E-2
13.033	-0.210	0.115	0.198	-5.539E-2
13.050	-0.208	0.115	0.197	-5.865E-2
13.067	-0.206	0.118	0.196	-5.681E-2
13.083	-0.204	0.119	0.195	-5.828E-2
13.100	-0.202	0.120	0.194	-6.393E-2
13.117	-0.200	0.114	0.193	-6.899E-2
13.133	-0.199	0.106	0.192	-7.072E-2
13.150	-0.197	0.105	0.191	-7.108E-2
13.167	-0.195	0.109	0.190	-7.248E-2
13.183	-0.193	0.110	0.188	-7.635E-2
13.200	-0.192	9.889E-2	0.187	-7.876E-2
13.217	-0.190	9.477E-2	0.186	-7.280E-2
13.233	-0.188	9.815E-2	0.185	-6.970E-2
13.250	-0.187	8.931E-2	0.183	-7.959E-2
13.267	-0.185	8.500E-2	0.182	-7.981E-2
13.283	-0.184	8.585E-2	0.181	-7.819E-2
13.300	-0.183	7.391E-2	0.179	-7.865E-2
13.317	-0.181	6.505E-2	0.178	-7.456E-2
13.333	-0.180	6.718E-2	0.177	-7.589E-2
13.350	-0.179	6.563E-2	0.176	-7.971E-2
13.367	-0.178	6.024E-2	0.174	-7.893E-2
13.383	-0.177	5.758E-2	0.173	-7.696E-2
13.400	-0.176	5.114E-2	0.172	-7.211E-2
13.417	-0.175	4.053E-2	0.171	-6.842E-2
13.433	-0.175	3.480E-2	0.169	-7.279E-2
13.450	-0.174	2.961E-2	0.168	-7.150E-2
13.467	-0.174	2.339E-2	0.167	-6.756E-2
13.483	-0.174	2.074E-2	0.166	-6.600E-2
13.500	-0.173	1.704E-2	0.165	-6.625E-2
13.517	-0.173	8.978E-3	0.164	-6.312E-2
13.533	-0.173	3.560E-3	0.163	-5.940E-2
13.550	-0.173	1.126E-3	0.162	-5.481E-2
13.567	-0.173	-7.045E-3	0.161	-5.741E-2
13.583	-0.173	-1.900E-2	0.160	-5.967E-2
13.600	-0.173	-2.368E-2	0.159	-4.871E-2
13.617	-0.174	-2.536E-2	0.158	-4.358E-2
13.633	-0.174	-3.894E-2	0.157	-4.654E-2
13.650	-0.175	-4.347E-2	0.157	-4.113E-2
13.667	-0.176	-4.602E-2	0.156	-3.437E-2
13.683	-0.177	-5.042E-2	0.155	-3.524E-2
13.700	-0.177	-5.531E-2	0.155	-3.324E-2
13.717	-0.179	-6.475E-2	0.154	-2.774E-2
13.733	-0.180	-7.019E-2	0.154	-2.426E-2
13.750	-0.181	-7.864E-2	0.153	-2.306E-2
13.767	-0.182	-7.842E-2	0.153	-1.993E-2
13.783	-0.184	-8.222E-2	0.153	-1.332E-2
13.800	-0.185	-8.788E-2	0.153	-7.780E-3
13.817	-0.186	-9.188E-2	0.153	-8.553E-3
13.833	-0.188	-9.822E-2	0.152	-5.516E-3
13.850	-0.190	-9.998E-2	0.152	1.975E-3
13.867	-0.191	-0.104	0.152	3.863E-3
13.883	-0.193	-0.110	0.153	8.347E-3
13.900	-0.195	-0.114	0.153	6.946E-3
13.917	-0.197	-0.118	0.153	5.449E-3
13.933	-0.199	-0.118	0.153	1.517E-2
13.950	-0.201	-0.121	0.153	1.767E-2
13.967	-0.203	-0.130	0.154	1.813E-2
13.983	-0.205	-0.132	0.154	1.960E-2
14.000	-0.207	-0.131	0.154	2.579E-2
14.017	-0.210	-0.132	0.155	2.990E-2
14.033	-0.212	-0.134	0.155	2.808E-2
14.050	-0.214	-0.137	0.156	2.859E-2
14.067	-0.216	-0.140	0.156	3.322E-2
14.083	-0.219	-0.144	0.157	3.686E-2
14.100	-0.221	-0.140	0.157	3.584E-2
14.117	-0.223	-0.135	0.158	3.567E-2
14.133	-0.226	-0.138	0.159	3.750E-2
14.150	-0.228	-0.135	0.159	4.355E-2
14.167	-0.230	-0.137	0.160	4.800E-2
14.183	-0.233	-0.143	0.161	4.570E-2
14.200	-0.235	-0.137	0.162	4.095E-2
14.217	-0.237	-0.134	0.162	4.255E-2
14.233	-0.239	-0.131	0.163	4.467E-2
14.250	-0.242	-0.126	0.164	5.046E-2
14.267	-0.244	-0.127	0.165	5.022E-2
14.283	-0.246	-0.125	0.165	4.573E-2
14.300	-0.248	-0.121	0.166	4.838E-2
14.317	-0.250	-0.117	0.167	4.965E-2
14.333	-0.252	-0.111	0.168	4.664E-2
14.350	-0.253	-0.110	0.169	4.194E-2
14.367	-0.255	-0.112	0.169	4.447E-2
14.383	-0.257	-0.109	0.170	4.336E-2
14.400	-0.259	-9.582E-2	0.171	4.257E-2
14.417	-0.260	-8.799E-2	0.171	4.268E-2
14.433	-0.262	-8.957E-2	0.172	3.976E-2
14.450	-0.263	-8.045E-2	0.173	3.348E-2
14.467	-0.265	-7.336E-2	0.173	3.534E-2
14.483	-0.266	-7.511E-2	0.174	3.827E-2
14.500	-0.267	-6.937E-2	0.174	3.336E-2
14.517	-0.268	-6.227E-2	0.175	3.135E-2
14.533	-0.269	-5.507E-2	0.175	2.656E-2
14.550	-0.270	-5.072E-2	0.176	2.846E-2
14.567	-0.271	-4.093E-2	0.176	3.056E-2
14.583	-0.271	-2.950E-2	0.177	2.746E-2
14.600	-0.272	-3.320E-2	0.177	2.210E-2
14.617	-0.272	-2.747E-2	0.178	2.080E-2
14.633	-0.273	-1.243E-2	0.178	2.234E-2
14.650	-0.273	-1.073E-2	0.178	1.676E-2
14.667	-0.273	-5.900E-3	0.179	1.288E-2
14.683	-0.273	1.573E-3	0.179	1.047E-2
14.700	-0.273	8.788E-3	0.179	7.269E-3
14.717	-0.273	1.843E-2	0.179	5.851E-3
14.733	-0.272	2.690E-2	0.179	4.710E-3
14.750	-0.272	2.793E-2	0.179	1.800E-3
14.767	-0.271	3.370E-2	0.179	1.705E-3
14.783	-0.271	4.396E-2	0.179	1.571E-3
14.800	-0.270	5.060E-2	0.179	-3.132E-3
14.817	-0.269	5.845E-2	0.179	-8.182E-3
14.833	-0.268	6.501E-2	0.179	-1.360E-2
14.850	-0.267	6.740E-2	0.179	-1.331E-2
14.867	-0.266	7.235E-2	0.179	-1.498E-2
14.883	-0.265	8.401E-2	0.178	-1.786E-2
14.900	-0.263	8.553E-2	0.178	-2.108E-2
14.917	-0.262	8.796E-2	0.178	-2.356E-2
14.933	-0.260	9.406E-2	0.177	-2.031E-2
14.950	-0.259	9.684E-2	0.177	-2.133E-2
14.967	-0.257	0.107	0.176	-2.739E-2
14.983	-0.255	0.113	0.176	-3.102E-2
15.000	-0.253	0.114	0.175	-3.188E-2
15.017	-0.251	0.117	0.175	-3.282E-2
15.033	-0.249	0.119	0.174	-2.776E-2
15.050	-0.247	0.127	0.174	-3.020E-2
15.067	-0.245	0.128	0.173	-3.470E-2
15.083	-0.243	0.128	0.173	-3.452E-2
15.100	-0.241	0.134	0.172	-3.646E-2
15.117	-0.238	0.137	0.172	-3.588E-2
15.133	-0.236	0.137	0.171	-3.758E-2
15.150	-0.234	0.139	0.170	-3.777E-2
15.167	-0.232	0.145	0.170	-3.603E-2
15.183	-0.229	0.146	0.169	-3.621E-2
15.200	-0.227	0.145	0.169	-3.655E-2
15.217	-0.224	0.143	0.168	-3.315E-2
15.233	-0.222	0.143	0.167	-3.600E-2
15.250	-0.219	0.147	0.167	-3.538E-2
15.267	-0.217	0.141	0.166	-3.207E-2
15.283	-0.215	0.137	0.166	-3.390E-2
15.300	-0.212	0.142	0.165	-3.376E-2
15.317	-0.210	0.139	0.165	-3.534E-2
15.333	-0.208	0.135	0.164	-3.191E-2
15.350	-0.206	0.137	0.163	-2.921E-2
15.367	-0.203	0.135	0.163	-2.954E-2
15.383	-0.201	0.132	0.162	-2.965E-2
15.400	-0.199	0.125	0.162	-2.696E-2
15.417	-0.197	0.120	0.162	-2.396E-2
15.433	-0.195	0.122	0.161	-2.236E-2
15.450	-0.193	0.112	0.161	-1.818E-2
15.467	-0.191	0.109	0.161	-1.735E-2
15.483	-0.189	0.112	0.160	-1.679E-2
15.500	-0.187	0.108	0.160	-1.704E-2
15.517	-0.186	0.104	0.160	-7.461E-3
15.533	-0.184	9.959E-2	0.160	4.627E-4
15.550	-0.182	9.184E-2	0.160	-5.454E-3
15.567	-0.181	8.397E-2	0.160	-5.472E-3
15.583	-0.179	8.004E-2	0.160	-3.350E-3
15.600	-0.178	7.488E-2	0.159	2.892E-3
15.617	-0.177	7.040E-2	0.160	1.536E-3
15.633	-0.176	6.547E-2	0.160	1.654E-3
15.650	-0.175	6.010E-2	0.160	1.378E-2
15.667	-0.174	5.389E-2	0.160	1.239E-2
15.683	-0.173	4.797E-2	0.160	1.431E-2
15.700	-0.172	4.117E-2	0.160	2.002E-2
15.717	-0.172	3.252E-2	0.161	1.841E-2
15.733	-0.171	2.375E-2	0.161	2.172E-2
15.750	-0.171	2.039E-2	0.161	2.972E-2
15.767	-0.170	1.936E-2	0.162	2.984E-2
15.783	-0.170	9.613E-3	0.162	2.842E-2
15.800	-0.170	2.271E-3	0.163	3.476E-2
15.817	-0.170	-1.735E-4	0.164	3.501E-2
15.833	-0.170	-4.246E-3	0.164	3.977E-2
15.850	-0.170	-1.466E-2	0.165	4.255E-2
15.867	-0.171	-2.456E-2	0.166	3.960E-2
15.883	-0.171	-2.774E-2	0.166	4.469E-2
15.900	-0.172	-3.783E-2	0.167	4.845E-2
15.917	-0.172	-4.270E-2	0.168	4.723E-2
15.933	-0.173	-4.405E-2	0.169	5.369E-2
15.950	-0.174	-4.908E-2	0.170	5.578E-2
15.967	-0.175	-5.640E-2	0.170	5.396E-2
15.983	-0.176	-6.285E-2	0.171	6.001E-2
16.000	-0.177	-6.391E-2	0.172	5.817E-2
16.017	-0.178	-7.295E-2	0.173	5.766E-2
16.033	-0.179	-7.575E-2	0.174	5.857E-2
16.050	-0.180	-7.804E-2	0.175	5.900E-2
16.067	-0.182	-9.103E-2	0.176	6.348E-2
16.083	-0.183	-9.535E-2	0.177	6.085E-2
16.100	-0.185	-9.627E-2	0.178	6.074E-2
16.117	-0.187	-9.935E-2	0.179	6.078E-2
16.133	-0.188	-0.101	0.180	5.851E-2
16.150	-0.190	-0.110	0.181	5.791E-2
16.167	-0.192	-0.115	0.182	5.834E-2
16.183	-0.194	-0.115	0.183	5.825E-2
16.200	-0.196	-0.117	0.184	5.478E-2
16.217	-0.198	-0.118	0.185	5.671E-2
16.233	-0.200	-0.118	0.186	5.700E-2
16.250	-0.202	-0.121	0.187	5.511E-2
16.267	-0.204	-0.125	0.188	5.668E-2
16.283	-0.206	-0.127	0.189	5.184E-2
16.300	-0.208	-0.127	0.190	4.738E-2
16.317	-0.210	-0.129	0.191	5.024E-2
16.333	-0.212	-0.132	0.191	4.572E-2
16.350	-0.214	-0.129	0.192	4.215E-2
16.367	-0.217	-0.128	0.193	4.186E-2
16.383	-0.219	-0.131	0.194	4.052E-2
16.400	-0.221	-0.128	0.194	3.626E-2
16.417	-0.223	-0.126	0.195	3.407E-2
16.433	-0.225	-0.129	0.195	3.247E-2
16.450	-0.227	-0.125	0.196	2.541E-2
16.467	-0.229	-0.122	0.196	2.150E-2
16.483	-0.231	-0.121	0.197	1.980E-2
16.500	-0.233	-0.117	0.197	1.754E-2
16.517	-0.235	-0.118	0.197	1.776E-2
16.533	-0.237	-0.116	0.197	9.781E-3
16.550	-0.239	-0.108	0.197	9.441E-4
16.567	-0.241	-0.105	0.197	-1.586E-3
16.583	-0.243	-0.104	0.197	-2.956E-3
16.600	-0.244	-9.889E-2	0.197	-4.242E-3
16.617	-0.246	-9.390E-2	0.197	-1.168E-2
16.633	-0.247	-8.950E-2	0.197	-1.544E-2
16.650	-0.249	-8.443E-2	0.197	-1.598E-2
16.667	-0.250	-8.552E-2	0.196	-1.651E-2
16.683	-0.252	-8.378E-2	0.196	-2.307E-2
16.700	-0.253	-7.723E-2	0.196	-3.293E-2
16.717	-0.254	-6.851E-2	0.195	-3.649E-2
16.733	-0.255	-6.661E-2	0.194	-4.170E-2
16.750	-0.256	-6.383E-2	0.194	-4.064E-2
16.767	-0.257	-5.783E-2	0.193	-3.969E-2
16.783	-0.258	-5.312E-2	0.192	-4.957E-2
16.800	-0.259	-4.504E-2	0.191	-5.092E-2
16.817	-0.260	-4.219E-2	0.191	-5.130E-2
16.833	-0.261	-3.520E-2	0.190	-5.997E-2
16.850	-0.261	-2.645E-2	0.189	-6.644E-2
16.867	-0.261	-1.979E-2	0.188	-6.377E-2
16.883	-0.262	-1.675E-2	0.187	-6.403E-2
16.900	-0.262	-1.321E-2	0.185	-7.185E-2
16.917	-0.262	-8.412E-3	0.184	-7.454E-2
16.933	-0.262	-3.524E-3	0.183	-7.691E-2
16.950	-0.262	3.401E-3	0.182	-7.746E-2
16.967	-0.262	9.303E-3	0.180	-8.086E-2
16.983	-0.262	1.400E-2	0.179	-8.921E-2
17.000	-0.262	1.837E-2	0.177	-8.666E-2
17.017	-0.261	2.660E-2	0.176	-8.903E-2
17.033	-0.261	3.568E-2	0.174	-9.483E-2
17.050	-0.260	3.855E-2	0.173	-9.084E-2
17.067	-0.260	3.973E-2	0.171	-9.128E-2
17.083	-0.259	4.695E-2	0.170	-9.074E-2
17.100	-0.258	5.066E-2	0.168	-9.065E-2
17.117	-0.257	5.336E-2	0.167	-9.192E-2
17.133	-0.256	5.852E-2	0.165	-9.252E-2
17.150	-0.255	6.189E-2	0.164	-9.501E-2
17.167	-0.254	6.570E-2	0.162	-9.415E-2
17.183	-0.253	6.918E-2	0.161	-9.423E-2
17.200	-0.252	7.449E-2	0.159	-9.743E-2
17.217	-0.251	7.638E-2	0.157	-9.281E-2
17.233	-0.249	8.058E-2	0.156	-9.082E-2
17.250	-0.248	8.241E-2	0.154	-9.321E-2
17.267	-0.247	8.562E-2	0.153	-9.196E-2
17.283	-0.245	9.039E-2	0.151	-9.020E-2
17.300	-0.244	9.042E-2	0.150	-8.690E-2
17.317	-0.242	9.074E-2	0.148	-8.499E-2
17.333	-0.241	9.347E-2	0.147	-7.855E-2
17.350	-0.239	9.830E-2	0.146	-8.028E-2
17.367	-0.237	9.824E-2	0.144	-7.868E-2
17.383	-0.236	9.806E-2	0.143	-7.074E-2
17.400	-0.234	9.834E-2	0.142	-7.107E-2
17.417	-0.232	0.101	0.141	-6.767E-2
17.433	-0.231	0.102	0.140	-6.321E-2
17.450	-0.229	0.105	0.139	-5.998E-2
17.467	-0.227	0.107	0.138	-5.504E-2
