#multi:
	mass A		mass B		
t	x	vx	x	vx	
1.433	-0.227	-6.703E-2	0.130	9.448E-2
1.450	-0.228	-6.854E-2	0.132	9.740E-2
1.467	-0.230	-7.130E-2	0.133	0.102
1.483	-0.231	-6.944E-2	0.135	0.106
1.500	-0.232	-6.955E-2	0.137	0.110
1.517	-0.233	-7.236E-2	0.139	0.114
1.533	-0.234	-6.962E-2	0.141	0.117
1.550	-0.235	-7.252E-2	0.143	0.124
1.567	-0.237	-6.555E-2	0.145	0.122
1.583	-0.238	-5.717E-2	0.147	0.126
1.600	-0.239	-6.127E-2	0.149	0.128
1.617	-0.240	-5.948E-2	0.151	0.128
1.633	-0.241	-5.974E-2	0.153	0.131
1.650	-0.242	-5.382E-2	0.155	0.134
1.667	-0.242	-5.642E-2	0.158	0.137
1.683	-0.243	-5.593E-2	0.160	0.136
1.700	-0.244	-4.798E-2	0.162	0.138
1.717	-0.245	-4.607E-2	0.165	0.138
1.733	-0.246	-4.264E-2	0.167	0.139
1.750	-0.246	-3.815E-2	0.169	0.137
1.767	-0.247	-3.997E-2	0.171	0.137
1.783	-0.248	-3.941E-2	0.174	0.131
1.800	-0.248	-2.943E-2	0.176	0.131
1.817	-0.249	-2.349E-2	0.178	0.136
1.833	-0.249	-2.394E-2	0.180	0.136
1.850	-0.250	-1.856E-2	0.183	0.131
1.867	-0.250	-1.411E-2	0.185	0.123
1.883	-0.250	-1.177E-2	0.187	0.118
1.900	-0.250	-7.443E-3	0.189	0.117
1.917	-0.250	-3.949E-3	0.191	0.118
1.933	-0.250	3.756E-3	0.193	0.113
1.950	-0.250	7.442E-3	0.194	0.107
1.967	-0.250	1.077E-2	0.196	0.102
1.983	-0.250	9.837E-3	0.198	0.101
2.000	-0.250	1.341E-2	0.200	9.728E-2
2.017	-0.249	2.471E-2	0.201	9.237E-2
2.033	-0.249	2.726E-2	0.203	9.278E-2
2.050	-0.248	3.317E-2	0.204	8.339E-2
2.067	-0.248	3.805E-2	0.205	7.899E-2
2.083	-0.247	3.925E-2	0.207	7.545E-2
2.100	-0.247	4.428E-2	0.208	6.831E-2
2.117	-0.246	4.917E-2	0.209	6.336E-2
2.133	-0.245	5.329E-2	0.210	5.898E-2
2.150	-0.244	5.578E-2	0.211	5.395E-2
2.167	-0.243	6.106E-2	0.212	4.441E-2
2.183	-0.242	6.657E-2	0.212	3.986E-2
2.200	-0.241	7.272E-2	0.213	3.757E-2
2.217	-0.239	7.485E-2	0.214	3.221E-2
2.233	-0.238	7.542E-2	0.214	2.534E-2
2.250	-0.237	7.787E-2	0.215	1.854E-2
2.267	-0.236	8.100E-2	0.215	9.972E-3
2.283	-0.234	8.314E-2	0.215	3.157E-3
2.300	-0.233	8.863E-2	0.215	5.115E-4
2.317	-0.231	9.611E-2	0.215	-6.067E-3
2.333	-0.230	9.113E-2	0.215	-1.123E-2
2.350	-0.228	9.214E-2	0.215	-1.264E-2
2.367	-0.227	9.699E-2	0.214	-1.739E-2
2.383	-0.225	9.725E-2	0.214	-2.688E-2
2.400	-0.223	9.758E-2	0.213	-3.529E-2
2.417	-0.222	0.106	0.213	-3.605E-2
2.433	-0.220	0.104	0.212	-3.911E-2
2.450	-0.218	0.107	0.211	-4.936E-2
2.467	-0.216	0.109	0.211	-5.156E-2
2.483	-0.215	9.847E-2	0.210	-5.732E-2
2.500	-0.213	0.110	0.209	-6.089E-2
2.517	-0.211	0.109	0.208	-6.206E-2
2.533	-0.209	0.104	0.207	-7.259E-2
2.550	-0.208	0.107	0.205	-7.463E-2
2.567	-0.206	0.108	0.204	-7.577E-2
2.583	-0.204	0.105	0.203	-7.975E-2
2.600	-0.202	0.101	0.201	-8.185E-2
2.617	-0.201	0.102	0.200	-8.659E-2
2.633	-0.199	0.102	0.199	-9.227E-2
2.650	-0.197	9.423E-2	0.197	-9.660E-2
2.667	-0.196	9.290E-2	0.195	-9.266E-2
2.683	-0.194	9.431E-2	0.194	-9.534E-2
2.700	-0.193	8.892E-2	0.192	-0.105
2.717	-0.191	8.932E-2	0.190	-0.105
2.733	-0.190	8.186E-2	0.189	-0.101
2.750	-0.188	7.545E-2	0.187	-0.101
2.767	-0.187	7.601E-2	0.185	-0.106
2.783	-0.186	7.332E-2	0.184	-0.104
2.800	-0.185	6.892E-2	0.182	-0.101
2.817	-0.184	6.696E-2	0.180	-0.110
2.833	-0.182	6.942E-2	0.178	-0.106
2.850	-0.181	6.147E-2	0.177	-0.100
2.867	-0.180	5.040E-2	0.175	-0.105
2.883	-0.180	4.824E-2	0.173	-0.105
2.900	-0.179	4.018E-2	0.171	-0.104
2.917	-0.178	3.471E-2	0.170	-0.103
2.933	-0.178	3.299E-2	0.168	-0.102
2.950	-0.177	3.157E-2	0.166	-9.651E-2
2.967	-0.177	2.511E-2	0.165	-9.525E-2
2.983	-0.176	1.318E-2	0.163	-9.592E-2
3.000	-0.176	7.872E-3	0.161	-8.998E-2
3.017	-0.176	2.497E-3	0.160	-8.762E-2
3.033	-0.176	4.961E-4	0.159	-8.701E-2
3.050	-0.176	-4.782E-3	0.157	-8.461E-2
3.067	-0.176	-1.221E-2	0.156	-8.359E-2
3.083	-0.176	-1.776E-2	0.154	-7.710E-2
3.100	-0.177	-2.942E-2	0.153	-7.313E-2
3.117	-0.177	-3.626E-2	0.152	-7.070E-2
3.133	-0.178	-3.576E-2	0.151	-6.535E-2
3.150	-0.179	-4.074E-2	0.150	-6.764E-2
3.167	-0.179	-5.185E-2	0.149	-6.200E-2
3.183	-0.180	-5.695E-2	0.148	-5.125E-2
3.200	-0.181	-5.904E-2	0.147	-5.195E-2
3.217	-0.182	-6.329E-2	0.146	-4.661E-2
3.233	-0.183	-6.939E-2	0.145	-3.958E-2
3.250	-0.185	-7.671E-2	0.145	-3.531E-2
3.267	-0.186	-7.925E-2	0.144	-3.251E-2
3.283	-0.187	-8.294E-2	0.144	-3.048E-2
3.300	-0.189	-9.183E-2	0.143	-2.371E-2
3.317	-0.190	-9.348E-2	0.143	-2.161E-2
3.333	-0.192	-9.418E-2	0.142	-1.971E-2
3.350	-0.193	-0.103	0.142	-1.481E-2
3.367	-0.195	-0.104	0.142	-8.068E-3
3.383	-0.197	-0.112	0.142	-2.899E-3
3.400	-0.199	-0.117	0.142	-6.706E-4
3.417	-0.201	-0.117	0.142	2.209E-3
3.433	-0.203	-0.121	0.142	8.900E-3
3.450	-0.205	-0.122	0.142	1.528E-2
3.467	-0.207	-0.126	0.142	1.643E-2
3.483	-0.209	-0.125	0.143	1.777E-2
3.500	-0.211	-0.129	0.143	2.138E-2
3.517	-0.213	-0.135	0.143	3.152E-2
3.533	-0.216	-0.132	0.144	3.630E-2
3.550	-0.218	-0.132	0.145	3.526E-2
3.567	-0.220	-0.135	0.145	4.118E-2
3.583	-0.222	-0.136	0.146	4.625E-2
3.600	-0.225	-0.133	0.147	4.249E-2
3.617	-0.227	-0.136	0.147	4.201E-2
3.633	-0.229	-0.138	0.148	5.024E-2
3.650	-0.231	-0.137	0.149	5.154E-2
3.667	-0.234	-0.136	0.150	4.955E-2
3.683	-0.236	-0.132	0.151	5.534E-2
3.700	-0.238	-0.131	0.152	6.061E-2
3.717	-0.240	-0.130	0.153	6.620E-2
3.733	-0.242	-0.126	0.154	6.621E-2
3.750	-0.244	-0.124	0.155	5.990E-2
3.767	-0.246	-0.122	0.156	6.370E-2
3.783	-0.248	-0.120	0.157	6.382E-2
3.800	-0.250	-0.117	0.158	6.628E-2
3.817	-0.252	-0.111	0.159	7.238E-2
3.833	-0.254	-0.111	0.160	6.893E-2
3.850	-0.256	-0.110	0.162	6.847E-2
3.867	-0.258	-0.102	0.163	7.284E-2
3.883	-0.259	-9.621E-2	0.164	7.186E-2
3.900	-0.261	-9.378E-2	0.165	6.788E-2
3.917	-0.263	-8.873E-2	0.166	6.741E-2
3.933	-0.264	-7.865E-2	0.167	6.898E-2
3.950	-0.265	-7.794E-2	0.169	6.835E-2
3.967	-0.267	-7.710E-2	0.170	6.121E-2
3.983	-0.268	-6.453E-2	0.171	6.052E-2
4.000	-0.269	-5.668E-2	0.172	6.223E-2
4.017	-0.270	-5.650E-2	0.173	6.163E-2
4.033	-0.271	-5.200E-2	0.174	5.722E-2
4.050	-0.271	-4.450E-2	0.175	5.514E-2
4.067	-0.272	-3.542E-2	0.176	5.676E-2
4.083	-0.273	-2.817E-2	0.176	5.236E-2
4.100	-0.273	-2.233E-2	0.177	5.279E-2
4.117	-0.273	-1.296E-2	0.178	5.136E-2
4.133	-0.273	-7.095E-3	0.179	4.676E-2
4.150	-0.274	-2.172E-3	0.180	4.409E-2
4.167	-0.274	1.029E-3	0.180	3.967E-2
4.183	-0.274	6.421E-3	0.181	3.919E-2
4.200	-0.273	1.753E-2	0.182	3.471E-2
4.217	-0.273	2.355E-2	0.182	3.054E-2
4.233	-0.273	3.261E-2	0.183	2.987E-2
4.250	-0.272	4.128E-2	0.183	2.770E-2
4.267	-0.271	4.045E-2	0.184	2.737E-2
4.283	-0.271	4.545E-2	0.184	2.122E-2
4.300	-0.270	5.994E-2	0.184	1.924E-2
4.317	-0.269	6.802E-2	0.185	1.646E-2
4.333	-0.267	7.040E-2	0.185	1.422E-2
4.350	-0.266	7.824E-2	0.185	9.171E-3
4.367	-0.265	8.219E-2	0.185	3.012E-3
4.383	-0.263	8.579E-2	0.185	1.303E-3
4.400	-0.262	9.456E-2	0.185	-8.444E-4
4.417	-0.260	0.101	0.185	-1.463E-3
4.433	-0.259	0.104	0.185	-5.229E-3
4.450	-0.257	0.112	0.185	-6.603E-3
4.467	-0.255	0.116	0.185	-8.455E-3
4.483	-0.253	0.118	0.185	-1.216E-2
4.500	-0.251	0.124	0.185	-1.753E-2
4.517	-0.249	0.124	0.184	-1.858E-2
4.533	-0.247	0.127	0.184	-1.723E-2
4.550	-0.245	0.133	0.184	-1.850E-2
4.567	-0.242	0.135	0.183	-2.284E-2
4.583	-0.240	0.140	0.183	-2.663E-2
4.600	-0.238	0.143	0.183	-3.026E-2
4.617	-0.235	0.140	0.182	-2.877E-2
4.633	-0.233	0.147	0.182	-2.798E-2
4.650	-0.230	0.149	0.181	-3.440E-2
4.667	-0.228	0.144	0.180	-3.731E-2
4.683	-0.226	0.144	0.180	-3.756E-2
4.700	-0.223	0.150	0.179	-3.321E-2
4.717	-0.221	0.154	0.179	-3.790E-2
4.733	-0.218	0.147	0.178	-4.207E-2
4.750	-0.216	0.148	0.177	-3.964E-2
4.767	-0.213	0.153	0.177	-4.172E-2
4.783	-0.211	0.147	0.176	-4.360E-2
4.800	-0.208	0.145	0.175	-4.174E-2
4.817	-0.206	0.145	0.174	-3.643E-2
4.833	-0.203	0.143	0.174	-3.967E-2
4.850	-0.201	0.139	0.173	-4.363E-2
4.867	-0.199	0.137	0.172	-4.038E-2
4.883	-0.196	0.139	0.172	-3.888E-2
4.900	-0.194	0.137	0.171	-3.777E-2
4.917	-0.192	0.130	0.171	-4.012E-2
4.933	-0.190	0.124	0.170	-3.611E-2
4.950	-0.188	0.122	0.169	-3.297E-2
4.967	-0.186	0.118	0.169	-3.648E-2
4.983	-0.184	0.113	0.168	-3.524E-2
5.000	-0.182	0.102	0.168	-3.364E-2
5.017	-0.180	0.103	0.167	-2.984E-2
5.033	-0.178	0.102	0.167	-2.632E-2
5.050	-0.177	8.870E-2	0.166	-3.105E-2
5.067	-0.176	8.634E-2	0.166	-2.869E-2
5.083	-0.174	8.461E-2	0.165	-2.066E-2
5.100	-0.173	7.551E-2	0.165	-2.160E-2
5.117	-0.172	6.721E-2	0.164	-2.032E-2
5.133	-0.170	5.952E-2	0.164	-1.816E-2
5.150	-0.170	5.940E-2	0.164	-1.586E-2
5.167	-0.168	5.310E-2	0.164	-1.328E-2
5.183	-0.168	4.593E-2	0.163	-9.168E-3
5.200	-0.167	4.298E-2	0.163	-6.075E-3
5.217	-0.166	3.235E-2	0.163	-4.146E-3
5.233	-0.166	1.780E-2	0.163	-2.208E-3
5.250	-0.166	1.084E-2	0.163	-8.577E-4
5.267	-0.166	1.072E-2	0.163	1.974E-3
5.283	-0.165	8.331E-3	0.163	5.776E-3
5.300	-0.165	5.960E-4	0.163	6.777E-3
5.317	-0.165	-8.035E-3	0.163	1.174E-2
5.333	-0.166	-1.469E-2	0.164	1.763E-2
5.350	-0.166	-2.444E-2	0.164	1.923E-2
5.367	-0.166	-3.039E-2	0.164	1.861E-2
5.383	-0.167	-3.795E-2	0.165	2.263E-2
5.400	-0.168	-4.626E-2	0.165	2.438E-2
5.417	-0.168	-4.927E-2	0.165	2.420E-2
5.433	-0.169	-5.314E-2	0.166	3.032E-2
5.450	-0.170	-6.173E-2	0.166	2.988E-2
5.467	-0.171	-7.072E-2	0.167	2.985E-2
5.483	-0.173	-7.340E-2	0.167	3.129E-2
5.500	-0.174	-7.851E-2	0.168	3.123E-2
5.517	-0.175	-9.036E-2	0.169	3.573E-2
5.533	-0.177	-9.219E-2	0.169	4.015E-2
5.550	-0.178	-9.758E-2	0.170	3.637E-2
5.567	-0.180	-0.103	0.170	3.853E-2
5.583	-0.182	-0.108	0.171	4.138E-2
5.600	-0.184	-0.111	0.172	4.254E-2
5.617	-0.185	-0.115	0.173	4.699E-2
5.633	-0.187	-0.124	0.173	4.560E-2
5.650	-0.190	-0.125	0.174	4.446E-2
5.667	-0.192	-0.129	0.175	4.535E-2
5.683	-0.194	-0.128	0.176	4.745E-2
5.700	-0.196	-0.128	0.176	4.815E-2
5.717	-0.198	-0.139	0.177	4.488E-2
5.733	-0.200	-0.145	0.178	4.764E-2
5.750	-0.203	-0.144	0.179	4.999E-2
5.767	-0.205	-0.142	0.180	4.415E-2
5.783	-0.208	-0.147	0.180	4.453E-2
5.800	-0.210	-0.146	0.181	4.352E-2
5.817	-0.213	-0.146	0.182	3.973E-2
5.833	-0.215	-0.146	0.182	4.526E-2
5.850	-0.217	-0.142	0.183	4.318E-2
5.867	-0.220	-0.141	0.184	3.607E-2
5.883	-0.222	-0.145	0.184	3.687E-2
5.900	-0.225	-0.147	0.185	3.533E-2
5.917	-0.227	-0.148	0.186	3.305E-2
5.933	-0.230	-0.144	0.186	2.938E-2
5.950	-0.232	-0.138	0.187	3.014E-2
5.967	-0.234	-0.141	0.187	3.108E-2
5.983	-0.237	-0.139	0.188	2.387E-2
6.000	-0.239	-0.136	0.188	2.091E-2
6.017	-0.241	-0.130	0.188	1.973E-2
6.033	-0.243	-0.128	0.189	1.565E-2
6.050	-0.245	-0.126	0.189	1.144E-2
6.067	-0.247	-0.121	0.189	1.094E-2
6.083	-0.249	-0.121	0.189	9.375E-3
6.100	-0.251	-0.113	0.189	5.222E-3
6.117	-0.253	-0.105	0.189	2.456E-3
6.133	-0.255	-0.107	0.189	-6.089E-4
6.150	-0.257	-9.907E-2	0.189	-4.970E-3
6.167	-0.258	-9.149E-2	0.189	-4.658E-3
6.183	-0.260	-8.842E-2	0.189	-9.428E-3
6.200	-0.261	-8.318E-2	0.189	-1.619E-2
6.217	-0.263	-8.107E-2	0.189	-1.485E-2
6.233	-0.264	-6.986E-2	0.188	-2.109E-2
6.250	-0.265	-6.421E-2	0.188	-2.655E-2
6.267	-0.266	-6.126E-2	0.188	-2.694E-2
6.283	-0.267	-5.246E-2	0.187	-3.001E-2
6.300	-0.268	-4.645E-2	0.187	-3.645E-2
6.317	-0.268	-4.321E-2	0.186	-4.023E-2
6.333	-0.269	-3.474E-2	0.185	-4.412E-2
6.350	-0.270	-2.914E-2	0.184	-4.428E-2
6.367	-0.270	-2.739E-2	0.184	-4.429E-2
6.383	-0.271	-1.500E-2	0.183	-5.232E-2
6.400	-0.271	-6.809E-3	0.182	-5.069E-2
6.417	-0.271	-3.093E-3	0.181	-5.429E-2
6.433	-0.271	2.279E-3	0.180	-6.102E-2
6.450	-0.271	5.666E-3	0.179	-5.938E-2
6.467	-0.271	1.189E-2	0.178	-6.498E-2
6.483	-0.270	2.553E-2	0.177	-6.591E-2
6.500	-0.270	3.556E-2	0.176	-6.768E-2
6.517	-0.269	3.731E-2	0.175	-7.463E-2
6.533	-0.268	4.178E-2	0.173	-7.073E-2
6.550	-0.268	4.455E-2	0.172	-7.177E-2
6.567	-0.267	5.086E-2	0.171	-7.646E-2
6.583	-0.266	5.870E-2	0.170	-7.519E-2
6.600	-0.265	5.952E-2	0.169	-7.360E-2
6.617	-0.264	6.461E-2	0.167	-7.697E-2
6.633	-0.263	7.324E-2	0.166	-7.596E-2
6.650	-0.262	7.934E-2	0.165	-7.540E-2
6.667	-0.260	8.362E-2	0.164	-7.938E-2
6.683	-0.259	8.426E-2	0.162	-7.823E-2
6.700	-0.257	9.217E-2	0.161	-8.016E-2
6.717	-0.256	9.878E-2	0.160	-7.532E-2
6.733	-0.254	9.876E-2	0.158	-7.331E-2
6.750	-0.252	0.104	0.157	-7.667E-2
6.767	-0.251	0.108	0.156	-7.576E-2
6.783	-0.249	0.108	0.155	-7.391E-2
6.800	-0.247	0.115	0.153	-7.604E-2
6.817	-0.245	0.120	0.152	-7.224E-2
6.833	-0.243	0.116	0.151	-6.827E-2
6.850	-0.241	0.119	0.150	-7.032E-2
6.867	-0.239	0.123	0.149	-6.715E-2
6.883	-0.237	0.125	0.148	-5.985E-2
6.900	-0.235	0.127	0.147	-5.709E-2
6.917	-0.233	0.122	0.146	-5.753E-2
6.933	-0.231	0.126	0.145	-5.212E-2
6.950	-0.229	0.131	0.144	-5.035E-2
6.967	-0.226	0.126	0.143	-4.833E-2
6.983	-0.224	0.122	0.142	-4.898E-2
7.000	-0.222	0.125	0.141	-4.182E-2
7.017	-0.220	0.125	0.141	-3.206E-2
7.033	-0.218	0.124	0.140	-3.200E-2
7.050	-0.216	0.125	0.140	-3.290E-2
7.067	-0.214	0.123	0.139	-2.942E-2
7.083	-0.212	0.120	0.139	-2.607E-2
7.100	-0.210	0.118	0.138	-1.898E-2
7.117	-0.208	0.111	0.138	-9.474E-3
7.133	-0.206	0.108	0.138	-8.753E-3
7.150	-0.205	0.110	0.138	-4.540E-3
7.167	-0.203	0.106	0.138	2.117E-3
7.183	-0.201	9.999E-2	0.138	6.376E-3
7.200	-0.199	9.884E-2	0.138	8.871E-3
7.217	-0.198	9.640E-2	0.138	1.232E-2
7.233	-0.196	9.352E-2	0.139	1.854E-2
7.250	-0.195	8.765E-2	0.139	2.231E-2
7.267	-0.193	8.285E-2	0.139	2.604E-2
7.283	-0.192	8.169E-2	0.140	3.722E-2
7.300	-0.191	7.073E-2	0.141	3.612E-2
7.317	-0.189	6.813E-2	0.141	3.780E-2
7.333	-0.188	6.856E-2	0.142	4.943E-2
7.350	-0.187	5.762E-2	0.143	4.825E-2
7.367	-0.186	5.585E-2	0.143	4.966E-2
7.383	-0.185	5.207E-2	0.144	5.872E-2
7.400	-0.185	4.265E-2	0.145	6.513E-2
7.417	-0.184	4.096E-2	0.146	6.740E-2
7.433	-0.183	3.703E-2	0.148	7.223E-2
7.450	-0.183	3.028E-2	0.149	7.835E-2
7.467	-0.182	2.514E-2	0.150	8.032E-2
7.483	-0.182	1.909E-2	0.152	8.158E-2
7.500	-0.182	1.719E-2	0.153	8.538E-2
7.517	-0.181	1.049E-2	0.154	9.178E-2
7.533	-0.181	1.994E-3	0.156	9.193E-2
7.550	-0.181	-1.501E-3	0.157	9.186E-2
7.567	-0.181	-6.794E-3	0.159	9.810E-2
7.583	-0.181	-1.196E-2	0.161	9.919E-2
7.600	-0.182	-1.696E-2	0.162	0.101
7.617	-0.182	-2.079E-2	0.164	0.104
7.633	-0.182	-2.638E-2	0.166	0.108
7.650	-0.183	-3.311E-2	0.168	0.112
7.667	-0.183	-3.632E-2	0.170	0.111
7.683	-0.184	-4.023E-2	0.171	0.112
7.700	-0.185	-4.391E-2	0.173	0.111
7.717	-0.186	-5.005E-2	0.175	0.109
7.733	-0.186	-5.472E-2	0.177	0.112
7.750	-0.187	-5.708E-2	0.179	0.114
7.767	-0.188	-5.990E-2	0.181	0.111
7.783	-0.189	-6.404E-2	0.182	0.111
7.800	-0.191	-6.794E-2	0.184	0.114
7.817	-0.192	-6.860E-2	0.186	0.110
7.833	-0.193	-7.874E-2	0.188	0.107
7.850	-0.194	-7.768E-2	0.190	0.106
7.867	-0.195	-7.348E-2	0.192	0.103
7.883	-0.197	-8.135E-2	0.193	0.104
7.900	-0.198	-8.317E-2	0.195	0.104
7.917	-0.199	-8.347E-2	0.197	9.894E-2
7.933	-0.201	-8.697E-2	0.198	0.101
7.950	-0.202	-8.775E-2	0.200	9.840E-2
7.967	-0.204	-8.621E-2	0.202	8.622E-2
7.983	-0.205	-9.327E-2	0.203	8.659E-2
8.000	-0.207	-9.347E-2	0.205	8.825E-2
8.017	-0.208	-9.221E-2	0.206	8.282E-2
8.033	-0.210	-9.010E-2	0.207	7.672E-2
8.050	-0.211	-8.842E-2	0.208	7.134E-2
8.067	-0.213	-9.273E-2	0.210	6.968E-2
8.083	-0.214	-9.349E-2	0.211	6.061E-2
8.100	-0.216	-9.070E-2	0.212	5.644E-2
8.117	-0.217	-9.145E-2	0.213	5.642E-2
8.133	-0.219	-9.062E-2	0.214	5.059E-2
8.150	-0.221	-8.501E-2	0.214	4.202E-2
8.167	-0.222	-8.533E-2	0.215	3.919E-2
8.183	-0.223	-8.724E-2	0.216	3.193E-2
8.200	-0.225	-8.447E-2	0.216	2.430E-2
8.217	-0.226	-7.935E-2	0.216	2.514E-2
8.233	-0.227	-7.823E-2	0.217	1.713E-2
8.250	-0.229	-7.530E-2	0.217	8.431E-3
8.267	-0.230	-7.650E-2	0.217	6.612E-3
8.283	-0.231	-7.263E-2	0.217	2.636E-3
8.300	-0.232	-6.798E-2	0.217	-7.049E-3
8.317	-0.234	-6.853E-2	0.217	-1.300E-2
8.333	-0.235	-6.133E-2	0.217	-2.348E-2
8.350	-0.236	-6.055E-2	0.216	-2.982E-2
8.367	-0.237	-5.757E-2	0.216	-2.787E-2
8.383	-0.238	-5.199E-2	0.215	-3.463E-2
8.400	-0.238	-5.069E-2	0.215	-4.367E-2
8.417	-0.239	-4.620E-2	0.214	-5.042E-2
8.433	-0.240	-4.468E-2	0.213	-5.439E-2
8.450	-0.241	-4.087E-2	0.212	-6.084E-2
8.467	-0.241	-3.345E-2	0.211	-6.993E-2
8.483	-0.242	-3.059E-2	0.210	-7.641E-2
8.500	-0.242	-2.632E-2	0.208	-7.792E-2
8.517	-0.243	-2.560E-2	0.207	-7.861E-2
8.533	-0.243	-2.662E-2	0.206	-8.575E-2
8.550	-0.244	-1.724E-2	0.204	-9.360E-2
8.567	-0.244	-1.386E-2	0.203	-9.815E-2
8.583	-0.244	-1.157E-2	0.201	-9.876E-2
8.600	-0.244	-7.134E-3	0.199	-0.105
8.617	-0.244	-2.595E-3	0.198	-0.109
8.633	-0.244	2.593E-3	0.196	-0.112
8.650	-0.244	6.662E-3	0.194	-0.117
8.667	-0.244	9.961E-3	0.192	-0.120
8.683	-0.244	1.099E-2	0.190	-0.123
8.700	-0.244	1.449E-2	0.188	-0.127
8.717	-0.243	1.634E-2	0.186	-0.131
8.733	-0.243	2.350E-2	0.183	-0.130
