#multi:
	mass A		mass B		
t	x	vx	x	vx	
8.600	-0.222	7.589E-2	0.225	-6.415E-2
8.617	-0.220	7.917E-2	0.224	-6.992E-2
8.633	-0.219	8.495E-2	0.223	-6.766E-2
8.650	-0.217	8.864E-2	0.221	-6.942E-2
8.667	-0.216	8.402E-2	0.220	-7.820E-2
8.683	-0.215	8.583E-2	0.219	-8.191E-2
8.700	-0.213	8.869E-2	0.218	-8.507E-2
8.717	-0.212	9.507E-2	0.216	-8.984E-2
8.733	-0.210	9.719E-2	0.215	-8.657E-2
8.750	-0.208	9.583E-2	0.213	-9.084E-2
8.767	-0.207	0.101	0.211	-9.611E-2
8.783	-0.205	9.911E-2	0.210	-9.536E-2
8.800	-0.204	9.843E-2	0.208	-9.680E-2
8.817	-0.202	0.103	0.207	-9.852E-2
8.833	-0.200	0.102	0.205	-0.103
8.850	-0.198	9.935E-2	0.203	-0.104
8.867	-0.197	0.102	0.202	-0.102
8.883	-0.195	0.103	0.200	-0.106
8.900	-0.193	9.773E-2	0.198	-0.103
8.917	-0.192	0.100	0.196	-0.102
8.933	-0.190	0.104	0.195	-0.105
8.950	-0.188	9.511E-2	0.193	-0.102
8.967	-0.187	9.374E-2	0.191	-0.100
8.983	-0.185	9.280E-2	0.190	-0.100
9.000	-0.184	8.942E-2	0.188	-9.994E-2
9.017	-0.182	8.976E-2	0.186	-9.925E-2
9.033	-0.181	8.518E-2	0.185	-9.623E-2
9.050	-0.179	8.685E-2	0.183	-8.885E-2
9.067	-0.178	8.314E-2	0.182	-8.879E-2
9.083	-0.177	7.581E-2	0.180	-8.961E-2
9.100	-0.175	7.341E-2	0.179	-8.255E-2
9.117	-0.174	6.751E-2	0.177	-7.751E-2
9.133	-0.173	6.396E-2	0.176	-7.709E-2
9.150	-0.172	6.603E-2	0.175	-7.749E-2
9.167	-0.171	6.201E-2	0.173	-7.584E-2
9.183	-0.170	5.397E-2	0.172	-7.268E-2
9.200	-0.169	4.912E-2	0.171	-7.063E-2
9.217	-0.168	4.537E-2	0.170	-6.029E-2
9.233	-0.168	3.952E-2	0.169	-5.582E-2
9.250	-0.167	3.670E-2	0.168	-5.523E-2
9.267	-0.166	3.451E-2	0.167	-4.703E-2
9.283	-0.166	2.620E-2	0.166	-4.241E-2
9.300	-0.165	2.036E-2	0.166	-3.876E-2
9.317	-0.165	1.688E-2	0.165	-3.345E-2
9.333	-0.165	1.162E-2	0.165	-2.977E-2
9.350	-0.165	3.655E-3	0.164	-2.652E-2
9.367	-0.165	-4.035E-3	0.164	-1.878E-2
9.383	-0.165	-8.033E-3	0.164	-1.671E-2
9.400	-0.165	-9.607E-3	0.163	-1.093E-2
9.417	-0.165	-1.253E-2	0.163	-5.867E-4
9.433	-0.165	-1.935E-2	0.163	8.388E-4
9.450	-0.166	-2.378E-2	0.163	1.828E-3
9.467	-0.166	-2.750E-2	0.163	9.640E-3
9.483	-0.167	-3.877E-2	0.164	1.664E-2
9.500	-0.168	-4.195E-2	0.164	2.031E-2
9.517	-0.168	-4.345E-2	0.164	2.431E-2
9.533	-0.169	-4.872E-2	0.165	2.742E-2
9.550	-0.170	-5.608E-2	0.165	3.298E-2
9.567	-0.171	-6.198E-2	0.166	3.829E-2
9.583	-0.172	-6.001E-2	0.166	4.390E-2
9.600	-0.173	-6.516E-2	0.167	4.933E-2
9.617	-0.174	-7.844E-2	0.168	5.416E-2
9.633	-0.175	-7.930E-2	0.169	5.614E-2
9.650	-0.177	-7.758E-2	0.170	5.949E-2
9.667	-0.178	-8.237E-2	0.171	6.508E-2
9.683	-0.179	-8.584E-2	0.172	6.727E-2
9.700	-0.181	-9.739E-2	0.173	6.881E-2
9.717	-0.183	-9.915E-2	0.174	7.279E-2
9.733	-0.184	-9.392E-2	0.176	8.055E-2
9.750	-0.186	-0.100	0.177	8.216E-2
9.767	-0.188	-9.792E-2	0.178	7.986E-2
9.783	-0.189	-9.912E-2	0.180	8.005E-2
9.800	-0.191	-0.106	0.181	8.352E-2
9.817	-0.193	-0.111	0.183	8.894E-2
9.833	-0.195	-0.110	0.184	8.956E-2
9.850	-0.196	-0.104	0.186	9.019E-2
9.867	-0.198	-0.107	0.187	9.138E-2
9.883	-0.200	-0.108	0.189	9.527E-2
9.900	-0.202	-0.105	0.190	9.613E-2
9.917	-0.203	-0.108	0.192	9.504E-2
9.933	-0.205	-0.114	0.193	9.570E-2
9.950	-0.207	-0.109	0.195	9.715E-2
9.967	-0.209	-0.102	0.197	9.770E-2
9.983	-0.211	-0.102	0.198	9.483E-2
10.000	-0.212	-0.101	0.200	9.704E-2
10.017	-0.214	-0.101	0.201	9.274E-2
10.033	-0.216	-0.104	0.203	8.898E-2
10.050	-0.217	-0.101	0.204	9.174E-2
10.067	-0.219	-9.706E-2	0.206	8.833E-2
10.083	-0.221	-9.208E-2	0.207	8.500E-2
10.100	-0.222	-8.850E-2	0.209	8.742E-2
10.117	-0.224	-8.659E-2	0.210	8.542E-2
10.133	-0.225	-8.389E-2	0.212	8.338E-2
10.150	-0.226	-7.894E-2	0.213	7.907E-2
10.167	-0.228	-7.629E-2	0.214	7.186E-2
10.183	-0.229	-7.555E-2	0.215	7.132E-2
10.200	-0.230	-6.776E-2	0.217	7.135E-2
10.217	-0.231	-6.014E-2	0.218	6.775E-2
10.233	-0.232	-5.873E-2	0.219	6.153E-2
10.250	-0.233	-5.693E-2	0.220	5.834E-2
10.267	-0.234	-5.017E-2	0.221	5.311E-2
10.283	-0.235	-4.137E-2	0.222	4.988E-2
10.300	-0.235	-3.560E-2	0.222	4.410E-2
10.317	-0.236	-3.156E-2	0.223	3.919E-2
10.333	-0.236	-2.827E-2	0.224	3.527E-2
10.350	-0.237	-2.247E-2	0.224	2.907E-2
10.367	-0.237	-2.017E-2	0.225	2.496E-2
10.383	-0.238	-1.369E-2	0.225	2.276E-2
10.400	-0.238	-5.615E-3	0.226	2.031E-2
10.417	-0.238	8.149E-5	0.226	1.589E-2
10.433	-0.238	4.435E-3	0.226	1.056E-2
10.450	-0.238	6.769E-3	0.226	2.153E-3
10.467	-0.237	1.262E-2	0.226	-3.222E-3
10.483	-0.237	1.993E-2	0.226	-4.051E-3
10.500	-0.237	2.351E-2	0.226	-7.922E-3
10.517	-0.236	2.800E-2	0.226	-1.580E-2
10.533	-0.236	3.699E-2	0.225	-2.027E-2
10.550	-0.235	4.064E-2	0.225	-2.267E-2
10.567	-0.234	4.860E-2	0.225	-2.655E-2
10.583	-0.234	5.376E-2	0.224	-3.404E-2
10.600	-0.233	5.777E-2	0.224	-4.089E-2
10.617	-0.232	6.038E-2	0.223	-4.345E-2
10.633	-0.231	6.031E-2	0.222	-4.578E-2
10.650	-0.230	6.517E-2	0.221	-5.177E-2
10.667	-0.228	7.407E-2	0.220	-5.203E-2
10.683	-0.227	7.928E-2	0.220	-5.398E-2
10.700	-0.226	8.107E-2	0.219	-5.956E-2
10.717	-0.224	8.345E-2	0.218	-6.250E-2
10.733	-0.223	8.667E-2	0.217	-6.740E-2
10.750	-0.222	8.914E-2	0.215	-6.844E-2
10.767	-0.220	9.159E-2	0.214	-7.533E-2
10.783	-0.218	9.895E-2	0.213	-7.829E-2
10.800	-0.217	0.103	0.212	-7.769E-2
10.817	-0.215	9.925E-2	0.210	-8.119E-2
10.833	-0.213	0.101	0.209	-8.010E-2
10.850	-0.212	0.107	0.208	-8.414E-2
10.867	-0.210	0.108	0.206	-8.858E-2
10.883	-0.208	0.113	0.205	-8.565E-2
10.900	-0.206	0.115	0.203	-8.716E-2
10.917	-0.204	0.112	0.202	-9.302E-2
10.933	-0.202	0.112	0.200	-9.439E-2
10.950	-0.201	0.111	0.199	-9.548E-2
10.967	-0.199	0.111	0.197	-9.102E-2
10.983	-0.197	0.113	0.196	-8.825E-2
11.000	-0.195	0.113	0.194	-9.211E-2
11.017	-0.193	0.113	0.192	-9.026E-2
11.033	-0.191	0.110	0.191	-8.760E-2
11.050	-0.189	0.109	0.190	-8.829E-2
11.067	-0.188	0.107	0.188	-8.686E-2
11.083	-0.186	0.101	0.187	-8.513E-2
11.100	-0.184	9.578E-2	0.185	-8.511E-2
11.117	-0.183	9.870E-2	0.184	-8.532E-2
11.133	-0.181	9.532E-2	0.182	-8.009E-2
11.150	-0.179	8.632E-2	0.181	-7.741E-2
11.167	-0.178	9.050E-2	0.180	-7.469E-2
11.183	-0.176	9.225E-2	0.179	-6.939E-2
11.200	-0.175	8.434E-2	0.178	-6.794E-2
11.217	-0.174	7.819E-2	0.176	-6.791E-2
11.233	-0.172	7.306E-2	0.175	-6.737E-2
11.250	-0.171	6.853E-2	0.174	-6.131E-2
11.267	-0.170	6.660E-2	0.173	-5.447E-2
11.283	-0.169	6.693E-2	0.172	-5.011E-2
11.300	-0.168	5.629E-2	0.172	-4.791E-2
11.317	-0.167	4.973E-2	0.171	-4.672E-2
11.333	-0.166	4.988E-2	0.170	-4.131E-2
11.350	-0.165	4.404E-2	0.169	-3.558E-2
11.367	-0.165	3.554E-2	0.169	-3.211E-2
11.383	-0.164	2.966E-2	0.168	-2.825E-2
11.400	-0.164	3.133E-2	0.168	-2.395E-2
11.417	-0.163	2.544E-2	0.167	-1.741E-2
11.433	-0.163	1.589E-2	0.167	-1.171E-2
11.450	-0.163	1.388E-2	0.167	-1.162E-2
11.467	-0.162	8.924E-3	0.167	-6.762E-3
11.483	-0.162	8.696E-6	0.167	3.036E-3
11.500	-0.162	-6.185E-3	0.167	4.829E-3
11.517	-0.163	-1.043E-2	0.167	7.422E-3
11.533	-0.163	-1.174E-2	0.167	1.403E-2
11.550	-0.163	-1.571E-2	0.168	1.543E-2
11.567	-0.163	-2.485E-2	0.168	2.035E-2
11.583	-0.164	-3.204E-2	0.168	2.727E-2
11.600	-0.164	-3.599E-2	0.169	3.426E-2
11.617	-0.165	-4.168E-2	0.169	3.895E-2
11.633	-0.166	-4.532E-2	0.170	3.763E-2
11.650	-0.166	-4.886E-2	0.171	4.793E-2
11.667	-0.167	-5.243E-2	0.172	5.011E-2
11.683	-0.168	-5.950E-2	0.172	4.726E-2
11.700	-0.169	-6.491E-2	0.173	5.767E-2
11.717	-0.170	-7.004E-2	0.174	6.422E-2
11.733	-0.172	-7.745E-2	0.175	6.514E-2
11.750	-0.173	-7.916E-2	0.176	6.555E-2
11.767	-0.174	-7.907E-2	0.177	6.651E-2
11.783	-0.176	-8.228E-2	0.179	7.320E-2
11.800	-0.177	-8.554E-2	0.180	7.625E-2
11.817	-0.178	-8.812E-2	0.181	7.975E-2
11.833	-0.180	-9.132E-2	0.183	8.282E-2
11.850	-0.182	-9.816E-2	0.184	7.947E-2
11.867	-0.183	-9.869E-2	0.185	8.229E-2
11.883	-0.185	-9.812E-2	0.187	9.058E-2
11.900	-0.187	-0.106	0.188	8.675E-2
11.917	-0.188	-0.107	0.189	8.122E-2
11.933	-0.190	-0.106	0.191	8.795E-2
11.950	-0.192	-0.107	0.192	8.992E-2
11.967	-0.194	-0.106	0.194	9.164E-2
11.983	-0.195	-0.109	0.195	9.145E-2
12.000	-0.197	-0.110	0.197	8.691E-2
12.017	-0.199	-0.114	0.198	9.004E-2
12.033	-0.201	-0.115	0.200	8.835E-2
12.050	-0.203	-0.107	0.201	8.547E-2
12.067	-0.205	-0.110	0.203	9.058E-2
12.083	-0.207	-0.111	0.204	8.895E-2
12.100	-0.208	-0.106	0.206	8.476E-2
12.117	-0.210	-0.109	0.207	8.244E-2
12.133	-0.212	-0.106	0.209	8.510E-2
12.150	-0.214	-0.100	0.210	7.907E-2
12.167	-0.215	-9.968E-2	0.211	7.597E-2
12.183	-0.217	-0.101	0.213	7.878E-2
12.200	-0.219	-9.788E-2	0.214	7.021E-2
12.217	-0.220	-9.006E-2	0.215	7.002E-2
12.233	-0.222	-8.840E-2	0.216	6.943E-2
12.250	-0.223	-8.653E-2	0.217	6.435E-2
12.267	-0.225	-8.397E-2	0.218	6.192E-2
12.283	-0.226	-7.616E-2	0.219	6.002E-2
12.300	-0.227	-7.342E-2	0.220	5.848E-2
12.317	-0.228	-7.175E-2	0.221	4.726E-2
12.333	-0.230	-6.442E-2	0.222	4.318E-2
12.350	-0.231	-6.331E-2	0.223	4.937E-2
12.367	-0.232	-5.846E-2	0.223	4.132E-2
12.383	-0.233	-5.146E-2	0.224	3.257E-2
12.400	-0.233	-4.483E-2	0.225	3.048E-2
12.417	-0.234	-4.273E-2	0.225	2.429E-2
12.433	-0.235	-3.696E-2	0.225	2.121E-2
12.450	-0.235	-3.146E-2	0.226	1.642E-2
12.467	-0.236	-2.164E-2	0.226	9.776E-3
12.483	-0.236	-1.321E-2	0.226	4.499E-3
12.500	-0.236	-2.063E-2	0.226	1.738E-3
12.517	-0.237	-1.634E-2	0.226	-5.739E-4
12.533	-0.237	-8.555E-3	0.226	-8.116E-3
12.550	-0.237	-4.468E-3	0.226	-1.153E-2
12.567	-0.237	1.465E-3	0.226	-1.517E-2
12.583	-0.237	7.302E-3	0.225	-2.230E-2
12.600	-0.237	1.533E-2	0.225	-2.773E-2
12.617	-0.236	1.934E-2	0.224	-3.422E-2
12.633	-0.236	2.479E-2	0.224	-3.810E-2
12.650	-0.236	2.956E-2	0.223	-4.153E-2
12.667	-0.235	3.742E-2	0.222	-4.973E-2
12.683	-0.234	4.490E-2	0.222	-4.852E-2
12.700	-0.234	4.135E-2	0.221	-4.596E-2
12.717	-0.233	4.588E-2	0.220	-5.284E-2
12.733	-0.232	5.491E-2	0.219	-6.043E-2
12.750	-0.231	5.799E-2	0.218	-6.389E-2
12.767	-0.230	6.379E-2	0.217	-6.692E-2
12.783	-0.229	6.991E-2	0.216	-7.255E-2
12.800	-0.228	7.099E-2	0.214	-7.661E-2
12.817	-0.227	7.587E-2	0.213	-8.130E-2
12.833	-0.225	8.175E-2	0.212	-8.364E-2
12.850	-0.224	8.306E-2	0.210	-8.320E-2
12.867	-0.222	8.332E-2	0.209	-8.172E-2
12.883	-0.221	8.879E-2	0.208	-8.496E-2
12.900	-0.220	9.582E-2	0.206	-9.003E-2
12.917	-0.218	9.464E-2	0.205	-8.916E-2
12.933	-0.216	9.400E-2	0.203	-8.776E-2
12.950	-0.215	9.652E-2	0.202	-9.200E-2
12.967	-0.213	0.101	0.200	-9.578E-2
12.983	-0.211	0.102	0.199	-9.450E-2
13.000	-0.210	0.101	0.197	-9.665E-2
13.017	-0.208	0.104	0.195	-9.579E-2
13.033	-0.206	0.104	0.194	-9.418E-2
13.050	-0.205	0.103	0.192	-9.434E-2
13.067	-0.203	0.105	0.191	-9.319E-2
13.083	-0.201	0.106	0.189	-9.542E-2
13.100	-0.199	0.107	0.187	-9.352E-2
13.117	-0.198	0.106	0.186	-8.731E-2
13.133	-0.196	0.102	0.185	-8.821E-2
13.150	-0.194	0.101	0.183	-9.004E-2
13.167	-0.192	0.104	0.182	-9.115E-2
13.183	-0.191	0.103	0.180	-8.432E-2
13.200	-0.189	9.694E-2	0.179	-8.070E-2
13.217	-0.187	9.705E-2	0.177	-8.230E-2
13.233	-0.186	9.576E-2	0.176	-7.710E-2
13.250	-0.184	9.195E-2	0.175	-7.382E-2
13.267	-0.183	8.772E-2	0.174	-7.360E-2
13.283	-0.181	8.449E-2	0.172	-7.300E-2
13.300	-0.180	8.545E-2	0.171	-6.288E-2
13.317	-0.178	7.794E-2	0.170	-5.709E-2
13.333	-0.177	7.098E-2	0.169	-5.719E-2
13.350	-0.176	7.125E-2	0.168	-5.312E-2
13.367	-0.175	6.766E-2	0.167	-4.807E-2
13.383	-0.174	6.647E-2	0.167	-4.487E-2
13.400	-0.173	6.234E-2	0.166	-3.884E-2
13.417	-0.172	5.612E-2	0.165	-3.523E-2
13.433	-0.171	5.141E-2	0.165	-3.597E-2
13.450	-0.170	4.855E-2	0.164	-2.871E-2
13.467	-0.169	4.402E-2	0.164	-2.129E-2
13.483	-0.169	3.686E-2	0.163	-1.812E-2
13.500	-0.168	3.128E-2	0.163	-1.180E-2
13.517	-0.168	2.377E-2	0.163	-6.308E-3
13.533	-0.167	2.060E-2	0.163	7.613E-4
13.550	-0.167	1.932E-2	0.163	5.398E-3
13.567	-0.167	1.159E-2	0.163	7.994E-3
13.583	-0.166	6.924E-3	0.163	1.310E-2
13.600	-0.166	5.502E-3	0.164	1.990E-2
13.617	-0.166	-9.043E-4	0.164	2.425E-2
13.633	-0.166	-6.944E-3	0.164	2.582E-2
13.650	-0.167	-8.580E-3	0.165	3.319E-2
13.667	-0.167	-1.625E-2	0.166	4.108E-2
13.683	-0.167	-2.274E-2	0.166	4.261E-2
13.700	-0.167	-2.583E-2	0.167	4.430E-2
13.717	-0.168	-3.392E-2	0.168	4.958E-2
13.733	-0.169	-3.856E-2	0.169	5.437E-2
13.750	-0.169	-4.722E-2	0.170	5.866E-2
13.767	-0.170	-4.855E-2	0.171	6.819E-2
13.783	-0.171	-4.811E-2	0.172	6.869E-2
13.800	-0.172	-5.612E-2	0.173	6.506E-2
13.817	-0.173	-5.801E-2	0.174	7.102E-2
13.833	-0.174	-5.702E-2	0.175	7.635E-2
13.850	-0.175	-6.229E-2	0.177	8.042E-2
13.867	-0.176	-6.832E-2	0.178	8.262E-2
13.883	-0.177	-7.714E-2	0.179	8.983E-2
13.900	-0.178	-7.491E-2	0.181	8.882E-2
13.917	-0.179	-7.214E-2	0.182	8.932E-2
13.933	-0.181	-8.245E-2	0.184	9.385E-2
13.950	-0.182	-8.662E-2	0.185	9.576E-2
13.967	-0.184	-8.808E-2	0.187	9.891E-2
13.983	-0.185	-9.143E-2	0.189	9.800E-2
14.000	-0.187	-9.274E-2	0.190	0.100
14.017	-0.188	-9.296E-2	0.192	9.936E-2
14.033	-0.190	-9.076E-2	0.194	0.102
14.050	-0.191	-9.425E-2	0.195	0.104
14.067	-0.193	-0.101	0.197	9.908E-2
14.083	-0.195	-0.101	0.199	9.788E-2
14.100	-0.196	-9.723E-2	0.200	0.102
14.117	-0.198	-9.621E-2	0.202	0.105
14.133	-0.199	-9.728E-2	0.204	9.901E-2
14.150	-0.201	-9.713E-2	0.205	9.793E-2
14.167	-0.203	-9.552E-2	0.207	9.988E-2
14.183	-0.204	-9.787E-2	0.209	9.683E-2
14.200	-0.206	-9.762E-2	0.210	9.438E-2
14.217	-0.207	-9.151E-2	0.212	9.109E-2
14.233	-0.209	-9.193E-2	0.213	9.025E-2
14.250	-0.211	-9.144E-2	0.215	8.753E-2
14.267	-0.212	-8.973E-2	0.216	8.078E-2
14.283	-0.214	-8.745E-2	0.218	8.239E-2
14.300	-0.215	-8.377E-2	0.219	7.966E-2
14.317	-0.216	-8.454E-2	0.220	7.753E-2
14.333	-0.218	-8.026E-2	0.222	7.344E-2
14.350	-0.219	-7.424E-2	0.223	6.901E-2
14.367	-0.220	-7.420E-2	0.224	6.953E-2
14.383	-0.221	-7.013E-2	0.225	5.576E-2
14.400	-0.223	-6.707E-2	0.226	5.361E-2
14.417	-0.224	-6.154E-2	0.227	5.278E-2
14.433	-0.225	-6.102E-2	0.228	4.608E-2
14.450	-0.226	-6.060E-2	0.228	4.579E-2
14.467	-0.227	-4.844E-2	0.229	3.700E-2
14.483	-0.227	-4.126E-2	0.230	2.823E-2
14.500	-0.228	-4.153E-2	0.230	3.212E-2
14.517	-0.229	-4.195E-2	0.231	2.959E-2
14.533	-0.229	-3.616E-2	0.231	1.807E-2
14.550	-0.230	-3.055E-2	0.231	1.320E-2
14.567	-0.230	-2.545E-2	0.231	8.518E-3
14.583	-0.231	-1.953E-2	0.232	2.733E-3
14.600	-0.231	-1.208E-2	0.232	-1.976E-3
14.617	-0.231	-7.060E-3	0.231	-9.496E-3
14.633	-0.231	-5.617E-3	0.231	-1.725E-2
14.650	-0.231	-1.773E-3	0.231	-1.920E-2
14.667	-0.231	1.159E-3	0.231	-2.383E-2
14.683	-0.231	9.455E-3	0.230	-2.992E-2
14.700	-0.231	1.752E-2	0.230	-3.662E-2
14.717	-0.231	1.737E-2	0.229	-3.700E-2
14.733	-0.230	2.133E-2	0.228	-3.733E-2
14.750	-0.230	2.550E-2	0.228	-4.750E-2
14.767	-0.230	3.395E-2	0.227	-5.650E-2
14.783	-0.229	3.914E-2	0.226	-5.692E-2
14.800	-0.228	4.312E-2	0.225	-6.292E-2
14.817	-0.227	4.826E-2	0.224	-6.964E-2
14.833	-0.227	5.035E-2	0.223	-7.111E-2
14.850	-0.226	5.628E-2	0.221	-7.972E-2
14.867	-0.225	5.835E-2	0.220	-8.158E-2
14.883	-0.224	5.662E-2	0.219	-7.865E-2
14.900	-0.223	6.134E-2	0.217	-8.185E-2
14.917	-0.222	6.783E-2	0.216	-8.608E-2
14.933	-0.221	6.871E-2	0.214	-9.128E-2
14.950	-0.219	7.230E-2	0.213	-9.558E-2
14.967	-0.218	7.324E-2	0.211	-9.623E-2
14.983	-0.217	7.966E-2	0.210	-9.666E-2
15.000	-0.216	8.223E-2	0.208	-9.782E-2
15.017	-0.214	7.780E-2	0.206	-0.100
15.033	-0.213	8.467E-2	0.205	-0.104
15.050	-0.211	8.921E-2	0.203	-0.104
15.067	-0.210	8.519E-2	0.201	-0.104
15.083	-0.209	8.806E-2	0.199	-0.106
15.100	-0.207	9.215E-2	0.198	-0.108
15.117	-0.206	9.158E-2	0.196	-0.112
15.133	-0.204	9.339E-2	0.194	-0.110
15.150	-0.202	9.357E-2	0.192	-0.107
15.167	-0.201	9.137E-2	0.190	-0.106
15.183	-0.199	9.107E-2	0.189	-0.102
15.200	-0.198	9.074E-2	0.187	-0.101
15.217	-0.196	8.619E-2	0.185	-0.106
15.233	-0.195	8.656E-2	0.183	-0.102
15.250	-0.194	9.169E-2	0.182	-0.100
15.267	-0.192	8.771E-2	0.180	-9.889E-2
15.283	-0.191	8.257E-2	0.178	-9.605E-2
15.300	-0.189	8.259E-2	0.177	-9.346E-2
15.317	-0.188	8.231E-2	0.175	-9.369E-2
15.333	-0.186	7.663E-2	0.174	-8.764E-2
15.350	-0.185	7.464E-2	0.172	-7.951E-2
15.367	-0.184	7.332E-2	0.171	-7.406E-2
15.383	-0.183	6.900E-2	0.170	-7.532E-2
15.400	-0.182	6.739E-2	0.169	-7.650E-2
15.417	-0.181	6.703E-2	0.167	-6.392E-2
15.433	-0.179	6.209E-2	0.166	-5.909E-2
15.450	-0.179	5.951E-2	0.165	-6.461E-2
15.467	-0.177	5.695E-2	0.164	-5.921E-2
15.483	-0.177	5.083E-2	0.163	-5.052E-2
15.500	-0.176	4.546E-2	0.163	-4.951E-2
15.517	-0.175	3.996E-2	0.162	-3.990E-2
15.533	-0.174	4.027E-2	0.161	-3.380E-2
15.550	-0.174	3.840E-2	0.161	-3.292E-2
15.567	-0.173	3.057E-2	0.160	-2.538E-2
15.583	-0.173	2.132E-2	0.160	-2.151E-2
15.600	-0.172	2.090E-2	0.160	-1.525E-2
15.617	-0.172	2.144E-2	0.159	-1.101E-2
15.633	-0.172	1.116E-2	0.159	-7.585E-3
15.650	-0.172	4.315E-3	0.159	-1.837E-3
15.667	-0.172	-5.196E-4	0.159	2.140E-3
15.683	-0.172	-3.868E-3	0.159	8.729E-3
15.700	-0.172	-7.298E-3	0.159	1.461E-2
15.717	-0.172	-8.600E-3	0.160	1.852E-2
15.733	-0.172	-9.846E-3	0.160	2.546E-2
15.750	-0.172	-2.262E-2	0.161	3.127E-2
15.767	-0.173	-2.912E-2	0.161	3.179E-2
15.783	-0.173	-2.512E-2	0.162	4.117E-2
15.800	-0.174	-3.052E-2	0.162	5.121E-2
15.817	-0.174	-3.711E-2	0.163	5.390E-2
15.833	-0.175	-4.240E-2	0.164	5.322E-2
15.850	-0.176	-4.772E-2	0.165	5.466E-2
15.867	-0.176	-4.635E-2	0.166	6.155E-2
15.883	-0.177	-5.098E-2	0.167	6.675E-2
15.900	-0.178	-5.511E-2	0.168	7.590E-2
15.917	-0.179	-5.665E-2	0.170	7.673E-2
15.933	-0.180	-6.498E-2	0.171	7.790E-2
15.950	-0.181	-6.846E-2	0.172	8.519E-2
15.967	-0.182	-6.832E-2	0.174	8.533E-2
15.983	-0.183	-7.102E-2	0.175	9.290E-2
16.000	-0.185	-7.502E-2	0.177	9.722E-2
16.017	-0.186	-7.809E-2	0.178	9.065E-2
16.033	-0.187	-7.895E-2	0.180	9.731E-2
16.050	-0.189	-8.146E-2	0.182	0.103
16.067	-0.190	-8.207E-2	0.183	9.949E-2
16.083	-0.191	-7.789E-2	0.185	0.104
16.100	-0.193	-8.149E-2	0.187	0.107
16.117	-0.194	-8.921E-2	0.188	0.105
16.133	-0.196	-8.548E-2	0.190	0.104
16.150	-0.197	-8.386E-2	0.192	0.106
16.167	-0.198	-8.812E-2	0.194	0.109
16.183	-0.200	-9.034E-2	0.196	0.109
16.200	-0.201	-9.058E-2	0.197	0.110
16.217	-0.203	-8.793E-2	0.199	0.110
16.233	-0.204	-8.456E-2	0.201	0.109
16.250	-0.206	-9.045E-2	0.203	0.109
16.267	-0.207	-8.457E-2	0.205	0.109
16.283	-0.209	-7.848E-2	0.207	0.106
16.300	-0.210	-8.379E-2	0.208	0.101
16.317	-0.211	-8.350E-2	0.210	0.101
16.333	-0.213	-8.228E-2	0.212	9.784E-2
16.350	-0.214	-8.063E-2	0.213	9.546E-2
16.367	-0.215	-7.702E-2	0.215	9.048E-2
16.383	-0.217	-6.923E-2	0.216	8.605E-2
16.400	-0.218	-6.777E-2	0.218	8.960E-2
16.417	-0.219	-6.969E-2	0.219	8.606E-2
16.433	-0.220	-6.793E-2	0.220	8.100E-2
16.450	-0.221	-5.863E-2	0.222	7.622E-2
16.467	-0.222	-5.607E-2	0.223	7.140E-2
16.483	-0.223	-5.483E-2	0.224	6.628E-2
16.500	-0.224	-4.703E-2	0.225	6.569E-2
16.517	-0.225	-4.732E-2	0.226	6.558E-2
16.533	-0.225	-3.984E-2	0.227	5.431E-2
16.550	-0.226	-3.323E-2	0.228	5.013E-2
16.567	-0.227	-3.479E-2	0.229	4.902E-2
16.583	-0.227	-3.058E-2	0.230	4.074E-2
16.600	-0.228	-2.751E-2	0.230	3.588E-2
16.617	-0.228	-1.957E-2	0.231	3.259E-2
16.633	-0.228	-1.497E-2	0.232	2.719E-2
16.650	-0.228	-1.207E-2	0.232	2.282E-2
16.667	-0.229	-6.204E-3	0.232	1.623E-2
16.683	-0.229	-4.494E-3	0.232	1.254E-2
16.700	-0.229	-1.752E-3	0.233	1.021E-2
16.717	-0.229	4.985E-3	0.233	2.904E-3
16.733	-0.229	1.279E-2	0.233	-6.997E-3
16.750	-0.228	2.012E-2	0.233	-9.649E-3
16.767	-0.228	2.591E-2	0.232	-1.218E-2
16.783	-0.227	2.358E-2	0.232	-1.767E-2
16.800	-0.227	2.774E-2	0.232	-2.292E-2
16.817	-0.227	3.390E-2	0.231	-2.932E-2
16.833	-0.226	3.861E-2	0.231	-3.614E-2
16.850	-0.225	4.095E-2	0.230	-4.251E-2
16.867	-0.225	4.142E-2	0.229	-4.675E-2
16.883	-0.224	4.793E-2	0.229	-5.266E-2
16.900	-0.223	5.189E-2	0.228	-5.766E-2
16.917	-0.222	5.288E-2	0.227	-6.253E-2
16.933	-0.221	5.781E-2	0.226	-6.198E-2
16.950	-0.220	6.349E-2	0.225	-6.698E-2
16.967	-0.219	6.506E-2	0.223	-7.429E-2
16.983	-0.218	6.991E-2	0.222	-7.680E-2
17.000	-0.217	7.582E-2	0.221	-7.855E-2
17.017	-0.216	7.486E-2	0.220	-7.898E-2
17.033	-0.214	7.886E-2	0.218	-8.625E-2
17.050	-0.213	8.427E-2	0.217	-9.030E-2
17.067	-0.211	8.047E-2	0.215	-9.107E-2
17.083	-0.210	8.153E-2	0.214	-9.167E-2
17.100	-0.209	8.250E-2	0.212	-9.645E-2
