#multi:
	mass A		mass B		
t	x	vx	x	vx	
1.650	-0.212	-0.113	0.205	8.780E-2
1.667	-0.214	-0.103	0.206	9.208E-2
1.683	-0.216	-0.107	0.208	8.832E-2
1.700	-0.217	-0.114	0.209	8.421E-2
1.717	-0.219	-0.109	0.211	8.304E-2
1.733	-0.221	-9.805E-2	0.212	8.107E-2
1.750	-0.223	-9.385E-2	0.213	7.813E-2
1.767	-0.224	-9.346E-2	0.215	7.450E-2
1.783	-0.226	-9.209E-2	0.216	7.625E-2
1.800	-0.227	-8.613E-2	0.217	7.328E-2
1.817	-0.229	-8.401E-2	0.218	6.723E-2
1.833	-0.230	-8.086E-2	0.219	6.515E-2
1.850	-0.231	-7.183E-2	0.220	5.742E-2
1.867	-0.233	-6.871E-2	0.221	4.925E-2
1.883	-0.234	-6.695E-2	0.222	5.115E-2
1.900	-0.235	-5.783E-2	0.223	4.432E-2
1.917	-0.236	-5.080E-2	0.224	3.714E-2
1.933	-0.236	-4.850E-2	0.224	3.671E-2
1.950	-0.237	-3.969E-2	0.225	3.280E-2
1.967	-0.238	-3.764E-2	0.225	2.711E-2
1.983	-0.238	-3.124E-2	0.226	1.890E-2
2.000	-0.239	-2.574E-2	0.226	1.517E-2
2.017	-0.239	-2.619E-2	0.226	1.348E-2
2.033	-0.240	-1.688E-2	0.226	7.028E-3
2.050	-0.240	-1.306E-2	0.226	4.164E-3
2.067	-0.240	-6.727E-3	0.227	1.691E-3
2.083	-0.240	5.986E-5	0.226	-3.189E-3
2.100	-0.240	6.121E-3	0.226	-7.176E-3
2.117	-0.240	1.260E-2	0.226	-1.502E-2
2.133	-0.240	1.893E-2	0.226	-2.129E-2
2.150	-0.239	2.537E-2	0.226	-2.567E-2
2.167	-0.239	2.797E-2	0.225	-3.352E-2
2.183	-0.238	3.592E-2	0.224	-3.847E-2
2.200	-0.238	4.114E-2	0.224	-4.345E-2
2.217	-0.237	4.274E-2	0.223	-4.757E-2
2.233	-0.236	4.705E-2	0.222	-4.572E-2
2.250	-0.235	5.731E-2	0.221	-5.001E-2
2.267	-0.234	6.014E-2	0.221	-5.774E-2
2.283	-0.233	6.536E-2	0.220	-5.903E-2
2.300	-0.232	7.249E-2	0.219	-6.385E-2
2.317	-0.231	7.494E-2	0.217	-7.054E-2
2.333	-0.230	7.854E-2	0.216	-7.262E-2
2.350	-0.228	8.223E-2	0.215	-7.652E-2
2.367	-0.227	8.832E-2	0.214	-7.785E-2
2.383	-0.225	8.924E-2	0.212	-8.051E-2
2.400	-0.224	9.342E-2	0.211	-8.236E-2
2.417	-0.222	9.956E-2	0.210	-8.394E-2
2.433	-0.221	9.971E-2	0.208	-8.585E-2
2.450	-0.219	0.100	0.207	-9.060E-2
2.467	-0.217	0.104	0.205	-9.581E-2
2.483	-0.215	0.110	0.204	-9.412E-2
2.500	-0.214	0.111	0.202	-9.486E-2
2.517	-0.212	0.110	0.200	-9.813E-2
2.533	-0.210	0.113	0.199	-9.451E-2
2.550	-0.208	0.114	0.197	-9.446E-2
2.567	-0.206	0.117	0.196	-9.924E-2
2.583	-0.204	0.116	0.194	-9.565E-2
2.600	-0.202	0.111	0.192	-9.447E-2
2.617	-0.200	0.114	0.191	-9.770E-2
2.633	-0.198	0.116	0.189	-9.603E-2
2.650	-0.197	0.113	0.188	-9.120E-2
2.667	-0.195	0.111	0.186	-9.203E-2
2.683	-0.193	0.111	0.185	-9.417E-2
2.700	-0.191	0.106	0.183	-9.076E-2
2.717	-0.189	0.106	0.182	-8.979E-2
2.733	-0.187	0.110	0.180	-8.639E-2
2.750	-0.186	0.106	0.179	-7.998E-2
2.767	-0.184	0.103	0.177	-7.491E-2
2.783	-0.182	9.964E-2	0.176	-7.614E-2
2.800	-0.181	9.704E-2	0.175	-7.393E-2
2.817	-0.179	9.671E-2	0.174	-6.851E-2
2.833	-0.177	9.132E-2	0.172	-6.866E-2
2.850	-0.176	8.425E-2	0.171	-6.584E-2
2.867	-0.175	4.194E-2	0.170	-3.416E-2
2.883	-0.175	4.355E-2	0.170	-2.940E-2
2.900	-0.173	7.985E-2	0.169	-5.670E-2
2.917	-0.172	7.270E-2	0.168	-5.483E-2
2.933	-0.171	7.133E-2	0.167	-4.839E-2
2.950	-0.169	6.827E-2	0.167	-3.963E-2
2.967	-0.168	6.186E-2	0.166	-3.657E-2
2.983	-0.167	5.492E-2	0.166	-3.098E-2
3.000	-0.167	4.954E-2	0.165	-2.906E-2
3.017	-0.166	4.887E-2	0.165	-3.228E-2
3.033	-0.165	4.180E-2	0.164	-2.435E-2
3.050	-0.164	3.394E-2	0.164	-1.403E-2
3.067	-0.164	2.890E-2	0.164	-8.660E-3
3.083	-0.163	2.545E-2	0.163	-8.830E-3
3.100	-0.163	2.130E-2	0.163	-4.778E-3
3.117	-0.163	1.554E-2	0.163	2.722E-3
3.133	-0.162	7.896E-3	0.163	1.046E-2
3.150	-0.162	8.156E-4	0.164	1.814E-2
3.167	-0.162	-5.407E-4	0.164	1.996E-2
3.183	-0.162	-6.898E-3	0.164	2.301E-2
3.200	-0.163	-1.428E-2	0.165	2.878E-2
3.217	-0.163	-1.782E-2	0.165	3.094E-2
3.233	-0.163	-2.033E-2	0.166	3.658E-2
3.250	-0.164	-2.913E-2	0.166	4.337E-2
3.267	-0.164	-3.693E-2	0.167	4.466E-2
3.283	-0.165	-4.477E-2	0.168	5.278E-2
3.300	-0.166	-4.375E-2	0.169	5.800E-2
3.317	-0.166	-4.712E-2	0.170	6.301E-2
3.333	-0.167	-5.587E-2	0.171	6.797E-2
3.350	-0.168	-5.846E-2	0.172	6.698E-2
3.367	-0.169	-6.547E-2	0.173	6.991E-2
3.383	-0.170	-6.943E-2	0.175	7.454E-2
3.400	-0.172	-7.163E-2	0.176	7.841E-2
3.417	-0.173	-7.420E-2	0.177	8.120E-2
3.433	-0.174	-8.266E-2	0.179	8.338E-2
3.450	-0.175	-8.520E-2	0.180	8.793E-2
3.467	-0.177	-8.662E-2	0.181	9.130E-2
3.483	-0.178	-9.180E-2	0.183	9.364E-2
3.500	-0.180	-9.167E-2	0.185	9.754E-2
3.517	-0.181	-9.160E-2	0.186	9.736E-2
3.533	-0.183	-9.456E-2	0.188	9.969E-2
3.550	-0.185	-0.102	0.190	0.102
3.567	-0.186	-0.105	0.191	9.990E-2
3.583	-0.188	-0.102	0.193	9.990E-2
3.600	-0.190	-0.103	0.195	0.101
3.617	-0.191	-0.107	0.196	0.101
3.633	-0.193	-0.111	0.198	0.103
3.650	-0.195	-0.112	0.200	0.104
3.667	-0.197	-0.107	0.201	0.101
3.683	-0.199	-0.105	0.203	0.102
3.700	-0.201	-0.110	0.205	0.102
3.717	-0.202	-0.107	0.206	9.651E-2
3.733	-0.204	-0.105	0.208	9.739E-2
3.750	-0.206	-0.103	0.210	9.870E-2
3.767	-0.208	-0.101	0.211	9.168E-2
3.783	-0.209	-0.103	0.213	9.123E-2
3.800	-0.211	-0.103	0.214	9.139E-2
3.817	-0.213	-9.975E-2	0.216	8.703E-2
3.833	-0.214	-9.676E-2	0.217	8.581E-2
3.850	-0.216	-9.454E-2	0.219	8.501E-2
3.867	-0.217	-9.253E-2	0.220	7.532E-2
3.883	-0.219	-9.251E-2	0.221	6.512E-2
3.900	-0.221	-8.844E-2	0.222	6.738E-2
3.917	-0.222	-8.351E-2	0.223	7.056E-2
3.933	-0.223	-8.024E-2	0.225	6.651E-2
3.950	-0.225	-7.382E-2	0.226	5.819E-2
3.967	-0.226	-6.823E-2	0.227	5.229E-2
3.983	-0.227	-6.729E-2	0.227	4.856E-2
4.000	-0.228	-6.428E-2	0.228	4.266E-2
4.017	-0.229	-6.116E-2	0.229	3.372E-2
4.033	-0.230	-5.256E-2	0.229	3.151E-2
4.050	-0.231	-4.290E-2	0.230	3.127E-2
4.067	-0.232	-4.373E-2	0.230	2.474E-2
4.083	-0.232	-3.873E-2	0.231	1.605E-2
4.100	-0.233	-3.273E-2	0.231	1.416E-2
4.117	-0.233	-2.684E-2	0.231	1.015E-2
4.133	-0.234	-2.501E-2	0.231	1.068E-3
4.150	-0.234	-2.518E-2	0.231	-2.646E-3
4.167	-0.235	-1.513E-2	0.231	-6.231E-3
4.183	-0.235	-4.680E-3	0.231	-1.410E-2
4.200	-0.235	2.467E-3	0.231	-1.972E-2
4.217	-0.235	6.560E-3	0.230	-2.510E-2
4.233	-0.234	9.994E-3	0.230	-2.916E-2
4.250	-0.234	6.007E-3	0.229	-3.340E-2
4.267	-0.234	1.032E-2	0.229	-3.907E-2
4.283	-0.234	2.401E-2	0.228	-4.287E-2
4.300	-0.233	3.068E-2	0.227	-4.793E-2
4.317	-0.233	2.988E-2	0.226	-5.053E-2
4.333	-0.232	3.274E-2	0.226	-5.706E-2
4.350	-0.232	4.179E-2	0.225	-6.290E-2
4.367	-0.231	4.405E-2	0.223	-6.352E-2
4.383	-0.230	5.113E-2	0.222	-6.875E-2
4.400	-0.229	5.655E-2	0.221	-7.384E-2
4.417	-0.229	6.005E-2	0.220	-7.849E-2
4.433	-0.227	6.474E-2	0.219	-8.317E-2
4.450	-0.226	6.449E-2	0.217	-8.506E-2
4.467	-0.225	7.011E-2	0.216	-8.878E-2
4.483	-0.224	7.890E-2	0.214	-9.182E-2
4.500	-0.223	8.076E-2	0.213	-9.847E-2
4.517	-0.221	7.792E-2	0.211	-9.927E-2
4.533	-0.220	7.801E-2	0.209	-9.653E-2
4.550	-0.219	8.477E-2	0.208	-0.101
4.567	-0.217	8.996E-2	0.206	-0.103
4.583	-0.216	9.061E-2	0.204	-0.105
4.600	-0.214	9.552E-2	0.202	-0.105
4.617	-0.213	9.405E-2	0.201	-0.109
4.633	-0.211	9.375E-2	0.199	-0.112
4.650	-0.209	9.767E-2	0.197	-0.109
4.667	-0.208	9.737E-2	0.195	-0.113
4.683	-0.206	0.101	0.193	-0.112
4.700	-0.204	0.100	0.191	-0.111
4.717	-0.203	9.886E-2	0.190	-0.109
4.733	-0.201	0.101	0.188	-0.108
4.750	-0.199	0.100	0.186	-0.110
4.767	-0.198	0.100	0.184	-0.104
4.783	-0.196	9.598E-2	0.183	-0.100
4.800	-0.195	9.622E-2	0.181	-0.102
4.817	-0.193	9.728E-2	0.179	-0.102
4.833	-0.191	9.293E-2	0.177	-9.752E-2
4.850	-0.190	9.466E-2	0.176	-9.143E-2
4.867	-0.188	9.521E-2	0.174	-8.745E-2
4.883	-0.187	8.669E-2	0.173	-8.701E-2
4.900	-0.185	8.128E-2	0.171	-8.622E-2
4.917	-0.184	8.409E-2	0.170	-7.937E-2
4.933	-0.182	8.481E-2	0.169	-7.435E-2
4.950	-0.181	7.648E-2	0.168	-7.376E-2
4.967	-0.180	7.468E-2	0.166	-6.983E-2
4.983	-0.179	7.681E-2	0.165	-6.526E-2
5.000	-0.177	7.098E-2	0.164	-6.187E-2
5.017	-0.176	6.248E-2	0.163	-5.669E-2
5.033	-0.175	5.866E-2	0.162	-5.248E-2
5.050	-0.174	5.546E-2	0.161	-4.951E-2
5.067	-0.173	4.853E-2	0.161	-4.058E-2
5.083	-0.173	4.888E-2	0.160	-3.163E-2
5.100	-0.172	4.458E-2	0.160	-3.158E-2
5.117	-0.171	3.523E-2	0.159	-3.259E-2
5.133	-0.171	3.407E-2	0.159	-2.493E-2
5.150	-0.170	3.234E-2	0.158	-1.439E-2
5.167	-0.170	2.424E-2	0.158	-9.128E-3
5.183	-0.169	2.008E-2	0.158	-4.942E-3
5.200	-0.169	1.834E-2	0.158	-2.837E-4
5.217	-0.169	8.235E-3	0.158	5.714E-3
5.233	-0.169	7.108E-4	0.158	1.437E-2
5.250	-0.169	-2.687E-3	0.158	1.830E-2
5.267	-0.169	-6.847E-3	0.159	2.013E-2
5.283	-0.169	-8.125E-3	0.159	2.787E-2
5.300	-0.169	-1.442E-2	0.160	3.259E-2
5.317	-0.169	-2.124E-2	0.160	3.778E-2
5.333	-0.170	-2.785E-2	0.161	4.468E-2
5.350	-0.170	-2.934E-2	0.162	4.677E-2
5.367	-0.171	-2.878E-2	0.162	5.281E-2
5.383	-0.171	-3.870E-2	0.163	6.044E-2
5.400	-0.172	-4.105E-2	0.164	6.462E-2
5.417	-0.173	-4.343E-2	0.166	6.992E-2
5.433	-0.173	-5.548E-2	0.167	7.413E-2
5.450	-0.174	-5.825E-2	0.168	7.792E-2
5.467	-0.175	-5.691E-2	0.169	8.361E-2
5.483	-0.176	-6.317E-2	0.171	8.428E-2
5.500	-0.177	-6.689E-2	0.172	8.614E-2
5.517	-0.179	-6.791E-2	0.174	9.113E-2
5.533	-0.180	-7.183E-2	0.175	9.397E-2
5.550	-0.181	-7.791E-2	0.177	9.975E-2
5.567	-0.182	-8.283E-2	0.179	9.672E-2
5.583	-0.184	-8.238E-2	0.180	0.101
5.600	-0.185	-8.173E-2	0.182	0.108
5.617	-0.186	-8.622E-2	0.184	0.105
5.633	-0.188	-8.921E-2	0.185	0.110
5.650	-0.189	-8.913E-2	0.187	0.113
5.667	-0.191	-9.070E-2	0.189	0.112
5.683	-0.192	-9.189E-2	0.191	0.112
5.700	-0.194	-9.655E-2	0.193	0.113
5.717	-0.196	-9.148E-2	0.195	0.114
5.733	-0.197	-9.045E-2	0.197	0.115
5.750	-0.199	-9.740E-2	0.199	0.116
5.767	-0.200	-9.308E-2	0.201	0.110
5.783	-0.202	-9.243E-2	0.202	0.109
5.800	-0.203	-9.613E-2	0.204	0.112
5.817	-0.205	-9.216E-2	0.206	0.110
5.833	-0.206	-9.357E-2	0.208	0.107
5.850	-0.208	-9.105E-2	0.210	0.108
5.867	-0.209	-8.584E-2	0.211	0.107
5.883	-0.211	-9.068E-2	0.213	9.989E-2
5.900	-0.212	-8.498E-2	0.215	9.817E-2
5.917	-0.214	-8.324E-2	0.216	9.608E-2
5.933	-0.215	-8.245E-2	0.218	9.381E-2
5.950	-0.217	-7.779E-2	0.220	9.178E-2
5.967	-0.218	-7.589E-2	0.221	8.771E-2
5.983	-0.219	-7.134E-2	0.223	8.048E-2
6.000	-0.220	-6.835E-2	0.224	7.395E-2
6.017	-0.221	-6.756E-2	0.225	7.248E-2
6.033	-0.222	-6.608E-2	0.226	6.909E-2
6.050	-0.224	-5.902E-2	0.227	6.704E-2
6.067	-0.224	-5.408E-2	0.228	6.453E-2
6.083	-0.225	-4.967E-2	0.229	5.569E-2
6.100	-0.226	-4.269E-2	0.230	5.509E-2
6.117	-0.227	-4.548E-2	0.231	5.140E-2
6.133	-0.228	-4.352E-2	0.232	4.028E-2
6.150	-0.228	-3.494E-2	0.233	3.769E-2
6.167	-0.229	-2.813E-2	0.233	3.566E-2
6.183	-0.229	-2.104E-2	0.234	3.404E-2
6.200	-0.229	-2.044E-2	0.234	2.549E-2
6.217	-0.230	-1.642E-2	0.235	1.555E-2
6.233	-0.230	-1.061E-2	0.235	9.339E-3
6.250	-0.230	-8.043E-3	0.235	5.798E-4
6.267	-0.230	-1.938E-3	0.235	-4.693E-3
6.283	-0.230	4.500E-3	0.235	-7.227E-3
6.300	-0.230	1.024E-2	0.235	-1.369E-2
6.317	-0.230	1.576E-2	0.234	-1.661E-2
6.333	-0.230	1.497E-2	0.234	-2.201E-2
6.350	-0.229	1.988E-2	0.234	-3.171E-2
6.367	-0.229	2.636E-2	0.233	-3.787E-2
6.383	-0.229	3.161E-2	0.232	-4.066E-2
6.400	-0.228	3.901E-2	0.232	-4.875E-2
6.417	-0.227	4.111E-2	0.231	-5.098E-2
6.433	-0.227	4.418E-2	0.230	-5.616E-2
6.450	-0.226	4.982E-2	0.229	-6.373E-2
6.467	-0.225	5.141E-2	0.228	-6.161E-2
6.483	-0.224	5.390E-2	0.227	-6.928E-2
6.500	-0.223	6.028E-2	0.226	-7.837E-2
6.517	-0.222	6.003E-2	0.224	-8.215E-2
6.533	-0.221	6.741E-2	0.223	-8.018E-2
6.550	-0.220	7.501E-2	0.222	-8.372E-2
6.567	-0.219	7.377E-2	0.220	-9.218E-2
6.583	-0.217	7.767E-2	0.218	-9.432E-2
6.600	-0.216	8.040E-2	0.217	-9.600E-2
6.617	-0.215	8.303E-2	0.215	-9.575E-2
6.633	-0.213	8.260E-2	0.214	-9.816E-2
6.650	-0.212	8.013E-2	0.212	-0.111
6.667	-0.211	8.666E-2	0.210	-0.112
6.683	-0.209	9.244E-2	0.208	-0.104
6.700	-0.207	9.117E-2	0.207	-0.110
6.717	-0.206	9.264E-2	0.205	-0.110
6.733	-0.204	9.169E-2	0.203	-0.108
6.750	-0.203	9.001E-2	0.201	-0.111
6.767	-0.201	8.934E-2	0.199	-0.107
6.783	-0.200	9.207E-2	0.197	-0.112
6.800	-0.198	9.445E-2	0.195	-0.117
6.817	-0.197	9.253E-2	0.194	-0.110
6.833	-0.195	9.268E-2	0.192	-0.110
6.850	-0.194	9.265E-2	0.190	-0.109
6.867	-0.192	8.828E-2	0.188	-0.110
6.883	-0.191	8.351E-2	0.186	-0.110
6.900	-0.189	8.823E-2	0.184	-0.106
6.917	-0.188	8.728E-2	0.183	-0.107
6.933	-0.186	8.005E-2	0.181	-0.105
6.950	-0.185	7.964E-2	0.179	-0.104
6.967	-0.184	7.556E-2	0.177	-9.923E-2
6.983	-0.183	7.670E-2	0.176	-9.580E-2
7.000	-0.181	7.815E-2	0.174	-9.261E-2
7.017	-0.180	6.884E-2	0.173	-8.988E-2
7.033	-0.179	6.495E-2	0.171	-8.614E-2
7.050	-0.178	6.435E-2	0.170	-8.160E-2
7.067	-0.177	5.819E-2	0.169	-7.822E-2
7.083	-0.176	5.868E-2	0.167	-7.593E-2
7.100	-0.175	5.056E-2	0.166	-7.209E-2
7.117	-0.174	4.380E-2	0.165	-6.622E-2
7.133	-0.173	4.401E-2	0.164	-5.928E-2
7.150	-0.173	3.241E-2	0.163	-5.705E-2
7.167	-0.172	3.228E-2	0.162	-5.401E-2
7.183	-0.172	3.276E-2	0.161	-4.609E-2
7.200	-0.171	2.777E-2	0.160	-4.045E-2
7.217	-0.171	2.446E-2	0.160	-3.529E-2
7.233	-0.170	1.847E-2	0.159	-3.001E-2
7.250	-0.170	1.076E-2	0.159	-2.419E-2
7.267	-0.170	5.477E-3	0.158	-2.025E-2
7.283	-0.170	2.361E-3	0.158	-1.540E-2
7.300	-0.170	-3.450E-4	0.158	-7.766E-3
7.317	-0.170	-3.056E-3	0.158	-3.100E-3
7.333	-0.170	-1.204E-2	0.158	-1.539E-3
7.350	-0.170	-1.745E-2	0.158	8.219E-3
7.367	-0.171	-1.895E-2	0.158	1.418E-2
7.383	-0.171	-2.811E-2	0.158	1.611E-2
7.400	-0.172	-3.242E-2	0.159	2.575E-2
7.417	-0.172	-3.850E-2	0.159	2.641E-2
7.433	-0.173	-4.510E-2	0.159	2.952E-2
7.450	-0.174	-4.228E-2	0.160	4.361E-2
7.467	-0.174	-4.516E-2	0.161	4.758E-2
7.483	-0.175	-5.808E-2	0.162	4.908E-2
7.500	-0.176	-5.904E-2	0.163	5.260E-2
7.517	-0.177	-5.989E-2	0.163	5.612E-2
7.533	-0.178	-6.244E-2	0.164	6.549E-2
7.550	-0.179	-6.614E-2	0.166	7.049E-2
7.567	-0.180	-7.043E-2	0.167	6.948E-2
7.583	-0.182	-7.437E-2	0.168	7.417E-2
7.600	-0.183	-7.821E-2	0.169	7.941E-2
7.617	-0.184	-7.965E-2	0.171	8.145E-2
7.633	-0.186	-8.241E-2	0.172	8.786E-2
7.650	-0.187	-8.093E-2	0.173	9.107E-2
7.667	-0.188	-8.228E-2	0.175	9.236E-2
7.683	-0.190	-8.950E-2	0.177	9.566E-2
7.700	-0.191	-9.388E-2	0.178	9.962E-2
7.717	-0.193	-9.009E-2	0.180	0.105
7.733	-0.194	-9.138E-2	0.182	0.106
7.750	-0.196	-9.262E-2	0.183	0.102
7.767	-0.197	-9.564E-2	0.185	0.106
7.783	-0.199	-0.100	0.187	0.109
7.800	-0.201	-9.815E-2	0.189	0.106
7.817	-0.202	-9.172E-2	0.190	0.108
7.833	-0.204	-9.042E-2	0.192	0.115
7.850	-0.205	-9.493E-2	0.194	0.114
7.867	-0.207	-9.566E-2	0.196	0.108
7.883	-0.208	-8.873E-2	0.198	0.111
7.900	-0.210	-8.806E-2	0.200	0.110
7.917	-0.211	-9.460E-2	0.202	0.109
7.933	-0.213	-9.069E-2	0.203	0.112
7.950	-0.214	-8.656E-2	0.205	0.106
7.967	-0.216	-8.699E-2	0.207	9.778E-2
7.983	-0.217	-8.369E-2	0.209	9.887E-2
8.000	-0.219	-8.028E-2	0.210	0.103
8.017	-0.220	-7.834E-2	0.212	9.623E-2
8.033	-0.221	-7.593E-2	0.213	9.350E-2
8.050	-0.223	-7.182E-2	0.215	9.128E-2
8.067	-0.224	-7.154E-2	0.217	8.540E-2
8.083	-0.225	-6.963E-2	0.218	8.715E-2
8.100	-0.226	-6.236E-2	0.219	8.021E-2
8.117	-0.227	-5.283E-2	0.221	7.244E-2
8.133	-0.228	-5.196E-2	0.222	7.187E-2
8.150	-0.229	-5.302E-2	0.223	6.870E-2
8.167	-0.230	-4.524E-2	0.224	6.420E-2
8.183	-0.230	-3.882E-2	0.225	6.267E-2
8.200	-0.231	-3.398E-2	0.226	5.632E-2
8.217	-0.231	-3.139E-2	0.227	5.426E-2
8.233	-0.232	-2.545E-2	0.228	5.035E-2
8.250	-0.232	-1.828E-2	0.229	4.066E-2
8.267	-0.232	-1.798E-2	0.229	3.418E-2
8.283	-0.233	-1.058E-2	0.230	2.966E-2
8.300	-0.233	-2.752E-3	0.230	2.517E-2
8.317	-0.233	-3.775E-3	0.231	1.979E-2
8.333	-0.233	6.882E-3	0.231	1.734E-2
8.350	-0.233	1.015E-2	0.231	1.458E-2
8.367	-0.233	1.087E-2	0.232	7.385E-3
8.383	-0.232	1.759E-2	0.232	2.547E-3
8.400	-0.232	2.275E-2	0.232	7.091E-4
8.417	-0.232	3.408E-2	0.232	-8.899E-3
8.433	-0.231	3.867E-2	0.231	-1.556E-2
8.450	-0.230	3.543E-2	0.231	-1.949E-2
8.467	-0.230	4.468E-2	0.231	-2.009E-2
8.483	-0.229	5.077E-2	0.230	-2.530E-2
8.500	-0.228	4.966E-2	0.230	-3.629E-2
8.517	-0.227	5.497E-2	0.229	-4.218E-2
8.533	-0.226	5.936E-2	0.228	-4.535E-2
8.550	-0.225	6.401E-2	0.228	-4.563E-2
8.567	-0.224	6.819E-2	0.227	-5.338E-2
8.583	-0.223	7.175E-2	0.226	-5.957E-2
