#multi:
,mass A,mass B,
t,x,x,
0.000000E0,-1.667462E-2,2.246609E-2
3.333333E-2,-1.687576E-2,2.226329E-2
6.666667E-2,-1.707200E-2,2.207223E-2
1.000000E-1,-1.728378E-2,2.186313E-2
1.333333E-1,-1.749097E-2,2.164823E-2
1.666667E-1,-1.770715E-2,2.143879E-2
2.000000E-1,-1.790943E-2,2.122124E-2
2.333333E-1,-1.811809E-2,2.101668E-2
2.666667E-1,-1.832896E-2,2.078020E-2
3.000000E-1,-1.852673E-2,2.057285E-2
3.333333E-1,-1.871591E-2,2.036913E-2
3.666667E-1,-1.891766E-2,2.017696E-2
4.000000E-1,-1.909264E-2,1.997535E-2
4.333333E-1,-1.927361E-2,1.978769E-2
4.666667E-1,-1.944313E-2,1.961387E-2
5.000000E-1,-1.960880E-2,1.945376E-2
5.333333E-1,-1.974982E-2,1.929292E-2
5.666667E-1,-1.988523E-2,1.913482E-2
6.000000E-1,-1.999042E-2,1.901346E-2
6.333333E-1,-2.010502E-2,1.891569E-2
6.666667E-1,-2.019666E-2,1.880109E-2
7.000000E-1,-2.027045E-2,1.871199E-2
7.333333E-1,-2.032272E-2,1.865355E-2
7.666667E-1,-2.036955E-2,1.860140E-2
8.000000E-1,-2.040032E-2,1.857469E-2
8.333333E-1,-2.041082E-2,1.854965E-2
8.666667E-1,-2.039108E-2,1.855058E-2
9.000000E-1,-2.037381E-2,1.856403E-2
9.333333E-1,-2.033862E-2,1.859228E-2
9.666667E-1,-2.028732E-2,1.864612E-2
1.000000E0,-2.020624E-2,1.869876E-2
1.033333E0,-2.011839E-2,1.877944E-2
1.066667E0,-2.003645E-2,1.887117E-2
1.100000E0,-1.991531E-2,1.897160E-2
1.133333E0,-1.980133E-2,1.910203E-2
1.166667E0,-1.965651E-2,1.923603E-2
1.200000E0,-1.950204E-2,1.939260E-2
1.233333E0,-1.934932E-2,1.955472E-2
1.266667E0,-1.916881E-2,1.972157E-2
1.300000E0,-1.898591E-2,1.991122E-2
1.333333E0,-1.880366E-2,2.009821E-2
1.366667E0,-1.860768E-2,2.030185E-2
1.400000E0,-1.841900E-2,2.050946E-2
1.433333E0,-1.820484E-2,2.072243E-2
1.466667E0,-1.801706E-2,2.093346E-2
1.500000E0,-1.780002E-2,2.114499E-2
1.533333E0,-1.760451E-2,2.136209E-2
1.566667E0,-1.739277E-2,2.157329E-2
1.600000E0,-1.719214E-2,2.179008E-2
1.633333E0,-1.700174E-2,2.200186E-2
1.666667E0,-1.681235E-2,2.220626E-2
1.700000E0,-1.662036E-2,2.240172E-2
1.733333E0,-1.643338E-2,2.259171E-2
1.766667E0,-1.625834E-2,2.277341E-2
1.800000E0,-1.608864E-2,2.294517E-2
