#multi:
	mass A		mass B		
t	x	vx	x	vx	
13.583	-0.221	8.464E-2	0.164	-6.623E-2
13.600	-0.220	9.270E-2	0.162	-6.038E-2
13.617	-0.218	9.207E-2	0.162	-5.578E-2
13.633	-0.217	8.483E-2	0.161	-5.808E-2
13.650	-0.215	8.717E-2	0.160	-5.601E-2
13.667	-0.214	8.664E-2	0.159	-5.186E-2
13.683	-0.212	9.160E-2	0.158	-4.506E-2
13.700	-0.211	8.719E-2	0.157	-4.290E-2
13.717	-0.210	8.233E-2	0.156	-4.198E-2
13.733	-0.208	9.101E-2	0.156	-3.424E-2
13.750	-0.207	8.902E-2	0.155	-2.880E-2
13.767	-0.205	8.355E-2	0.155	-2.823E-2
13.783	-0.204	8.387E-2	0.154	-2.368E-2
13.800	-0.202	8.388E-2	0.154	-1.951E-2
13.817	-0.201	8.042E-2	0.154	-1.855E-2
13.833	-0.200	7.619E-2	0.153	-1.002E-2
13.850	-0.198	7.809E-2	0.153	-2.845E-3
13.867	-0.197	8.291E-2	0.153	-7.223E-4
13.883	-0.196	7.629E-2	0.153	4.195E-3
13.900	-0.194	6.895E-2	0.153	8.727E-3
13.917	-0.193	7.040E-2	0.154	1.230E-2
13.933	-0.192	6.742E-2	0.154	1.571E-2
13.950	-0.191	6.507E-2	0.154	1.963E-2
13.967	-0.190	6.201E-2	0.155	2.623E-2
13.983	-0.189	6.183E-2	0.155	3.318E-2
14.000	-0.188	5.883E-2	0.156	3.637E-2
14.017	-0.187	5.184E-2	0.156	3.846E-2
14.033	-0.186	4.823E-2	0.157	4.385E-2
14.050	-0.185	4.642E-2	0.158	4.827E-2
14.067	-0.185	4.890E-2	0.159	5.109E-2
14.083	-0.184	3.910E-2	0.159	5.105E-2
14.100	-0.183	2.795E-2	0.160	5.710E-2
14.117	-0.183	3.254E-2	0.161	6.493E-2
14.133	-0.182	3.316E-2	0.162	6.691E-2
14.150	-0.182	2.901E-2	0.164	7.170E-2
14.167	-0.181	2.416E-2	0.165	7.230E-2
14.183	-0.181	1.607E-2	0.166	7.645E-2
14.200	-0.181	1.703E-2	0.167	8.361E-2
14.217	-0.180	1.596E-2	0.169	8.264E-2
14.233	-0.180	9.299E-3	0.170	8.542E-2
14.250	-0.180	6.710E-3	0.172	9.256E-2
14.267	-0.180	2.053E-3	0.173	9.372E-2
14.283	-0.180	-1.533E-3	0.175	9.567E-2
14.300	-0.180	-3.454E-3	0.176	0.101
14.317	-0.180	-8.022E-3	0.178	0.103
14.333	-0.180	-1.066E-2	0.180	9.866E-2
14.350	-0.180	-1.513E-2	0.181	9.807E-2
14.367	-0.181	-1.775E-2	0.183	0.102
14.383	-0.181	-2.207E-2	0.185	0.104
14.400	-0.182	-2.564E-2	0.187	0.104
14.417	-0.182	-2.552E-2	0.188	0.105
14.433	-0.182	-2.654E-2	0.190	0.106
14.450	-0.183	-3.228E-2	0.192	0.107
14.467	-0.183	-4.026E-2	0.194	0.108
14.483	-0.184	-3.515E-2	0.195	0.103
14.500	-0.185	-3.563E-2	0.197	0.101
14.517	-0.185	-4.406E-2	0.199	0.105
14.533	-0.186	-3.961E-2	0.201	0.107
14.550	-0.187	-4.185E-2	0.202	0.104
14.567	-0.188	-4.831E-2	0.204	0.103
14.583	-0.188	-4.933E-2	0.206	0.103
14.600	-0.189	-4.993E-2	0.207	9.945E-2
14.617	-0.190	-5.048E-2	0.209	9.684E-2
14.633	-0.191	-5.256E-2	0.211	9.334E-2
14.650	-0.192	-5.343E-2	0.212	8.919E-2
14.667	-0.193	-5.458E-2	0.214	8.826E-2
14.683	-0.194	-5.798E-2	0.215	8.624E-2
14.700	-0.195	-6.178E-2	0.217	8.058E-2
14.717	-0.196	-5.512E-2	0.218	7.756E-2
14.733	-0.196	-5.689E-2	0.219	7.706E-2
14.750	-0.197	-6.389E-2	0.220	7.245E-2
14.767	-0.199	-5.611E-2	0.222	6.970E-2
14.783	-0.199	-5.401E-2	0.223	6.359E-2
14.800	-0.200	-5.483E-2	0.224	5.835E-2
14.817	-0.201	-5.339E-2	0.225	6.067E-2
14.833	-0.202	-5.663E-2	0.226	5.113E-2
14.850	-0.203	-5.437E-2	0.226	4.281E-2
14.867	-0.204	-5.136E-2	0.227	3.985E-2
14.883	-0.205	-5.209E-2	0.228	3.386E-2
14.900	-0.206	-5.270E-2	0.228	2.896E-2
14.917	-0.207	-5.247E-2	0.229	2.493E-2
14.933	-0.207	-4.894E-2	0.229	2.181E-2
14.950	-0.208	-4.599E-2	0.229	1.533E-2
14.967	-0.209	-4.458E-2	0.230	1.037E-2
14.983	-0.210	-4.381E-2	0.230	5.157E-3
15.000	-0.210	-4.338E-2	0.230	1.748E-3
15.017	-0.211	-3.990E-2	0.230	-2.815E-3
15.033	-0.212	-3.639E-2	0.230	-8.011E-3
15.050	-0.212	-3.590E-2	0.230	-1.336E-2
15.067	-0.213	-3.599E-2	0.229	-2.358E-2
15.083	-0.214	-3.274E-2	0.229	-2.662E-2
15.100	-0.214	-3.229E-2	0.228	-2.791E-2
15.117	-0.215	-2.740E-2	0.228	-3.429E-2
15.133	-0.215	-2.267E-2	0.227	-4.011E-2
15.150	-0.215	-2.284E-2	0.226	-4.822E-2
15.167	-0.216	-1.747E-2	0.226	-5.252E-2
15.183	-0.216	-1.686E-2	0.225	-5.790E-2
15.200	-0.216	-1.887E-2	0.224	-6.222E-2
15.217	-0.217	-1.617E-2	0.223	-6.601E-2
15.233	-0.217	-1.131E-2	0.221	-7.328E-2
15.250	-0.217	-7.583E-3	0.220	-7.317E-2
15.267	-0.217	-5.030E-3	0.219	-7.488E-2
15.283	-0.217	-2.555E-3	0.218	-8.308E-2
15.300	-0.217	-8.342E-4	0.216	-8.591E-2
15.317	-0.217	3.266E-3	0.215	-9.120E-2
15.333	-0.217	6.641E-3	0.213	-9.768E-2
15.350	-0.217	4.493E-3	0.212	-9.828E-2
15.367	-0.217	5.728E-3	0.210	-0.102
15.383	-0.217	1.225E-2	0.208	-0.104
15.400	-0.216	1.245E-2	0.206	-0.111
15.417	-0.216	1.020E-2	0.204	-0.113
15.433	-0.216	1.680E-2	0.203	-0.110
15.450	-0.216	2.083E-2	0.201	-0.113
15.467	-0.215	2.154E-2	0.199	-0.119
15.483	-0.215	1.869E-2	0.197	-0.118
15.500	-0.215	1.876E-2	0.195	-0.114
15.517	-0.214	2.063E-2	0.193	-0.120
15.533	-0.214	2.370E-2	0.191	-0.123
15.550	-0.214	2.658E-2	0.189	-0.121
15.567	-0.213	2.412E-2	0.187	-0.121
15.583	-0.213	2.623E-2	0.185	-0.119
15.600	-0.212	2.838E-2	0.183	-0.118
15.617	-0.212	2.962E-2	0.181	-0.121
15.633	-0.211	3.277E-2	0.179	-0.124
15.650	-0.211	3.350E-2	0.177	-0.121
15.667	-0.210	3.177E-2	0.175	-0.115
15.683	-0.210	2.550E-2	0.173	-0.115
15.700	-0.209	2.402E-2	0.171	-0.111
15.717	-0.209	3.272E-2	0.169	-0.110
15.733	-0.208	3.277E-2	0.167	-0.112
15.750	-0.208	2.934E-2	0.166	-0.104
15.767	-0.207	2.804E-2	0.164	-9.801E-2
15.783	-0.207	2.932E-2	0.162	-9.866E-2
15.800	-0.206	3.117E-2	0.161	-0.100
15.817	-0.206	2.811E-2	0.159	-9.489E-2
15.833	-0.205	2.942E-2	0.157	-8.814E-2
15.850	-0.205	2.922E-2	0.156	-8.718E-2
15.867	-0.204	2.240E-2	0.155	-8.515E-2
15.883	-0.204	1.902E-2	0.153	-8.243E-2
15.900	-0.204	1.966E-2	0.152	-7.983E-2
15.917	-0.203	2.043E-2	0.151	-6.901E-2
15.933	-0.203	1.895E-2	0.149	-6.520E-2
15.950	-0.203	1.794E-2	0.148	-6.298E-2
15.967	-0.203	1.496E-2	0.147	-5.463E-2
15.983	-0.202	1.463E-2	0.147	-4.779E-2
16.000	-0.202	1.570E-2	0.146	-4.232E-2
16.017	-0.202	1.566E-2	0.145	-4.056E-2
16.033	-0.202	1.100E-2	0.144	-3.302E-2
16.050	-0.201	1.403E-3	0.144	-2.892E-2
16.067	-0.201	-6.269E-4	0.143	-2.526E-2
16.083	-0.201	4.705E-3	0.143	-1.737E-2
16.100	-0.201	9.643E-3	0.143	-1.112E-2
16.117	-0.201	4.293E-3	0.143	-4.200E-3
16.133	-0.201	9.365E-4	0.143	1.942E-3
16.150	-0.201	3.667E-4	0.143	3.360E-3
16.167	-0.201	-3.311E-3	0.143	9.065E-3
16.183	-0.201	-3.889E-3	0.143	9.159E-3
16.200	-0.201	-2.842E-3	0.143	1.494E-2
16.217	-0.201	-6.914E-3	0.144	3.058E-2
16.233	-0.202	-1.157E-2	0.144	3.154E-2
16.250	-0.202	-1.141E-2	0.145	3.449E-2
16.267	-0.202	-1.573E-2	0.145	4.129E-2
16.283	-0.202	-1.778E-2	0.146	4.462E-2
16.300	-0.202	-1.746E-2	0.147	5.190E-2
16.317	-0.203	-1.804E-2	0.148	6.081E-2
16.333	-0.203	-1.760E-2	0.149	6.331E-2
16.350	-0.203	-2.039E-2	0.150	6.754E-2
16.367	-0.204	-2.433E-2	0.151	7.057E-2
16.383	-0.204	-2.419E-2	0.152	7.756E-2
16.400	-0.205	-2.515E-2	0.154	8.066E-2
16.417	-0.205	-2.891E-2	0.155	7.909E-2
16.433	-0.206	-2.904E-2	0.156	8.709E-2
16.450	-0.206	-2.340E-2	0.158	9.493E-2
16.467	-0.206	-2.672E-2	0.159	9.809E-2
16.483	-0.207	-3.367E-2	0.161	9.416E-2
16.500	-0.207	-3.047E-2	0.163	9.773E-2
16.517	-0.208	-3.342E-2	0.164	0.103
16.533	-0.209	-3.503E-2	0.166	0.102
16.550	-0.209	-3.254E-2	0.168	0.107
16.567	-0.210	-3.414E-2	0.170	0.112
16.583	-0.210	-3.249E-2	0.172	0.114
16.600	-0.211	-2.687E-2	0.173	0.116
16.617	-0.211	-2.574E-2	0.175	0.119
16.633	-0.212	-2.754E-2	0.177	0.121
16.650	-0.212	-3.187E-2	0.179	0.116
16.667	-0.213	-3.312E-2	0.181	0.116
16.683	-0.213	-2.562E-2	0.183	0.122
16.700	-0.213	-2.285E-2	0.185	0.121
16.717	-0.214	-2.500E-2	0.187	0.121
16.733	-0.214	-2.516E-2	0.189	0.122
16.750	-0.215	-2.236E-2	0.191	0.116
16.767	-0.215	-2.031E-2	0.193	0.119
16.783	-0.215	-2.129E-2	0.195	0.120
16.800	-0.216	-1.670E-2	0.197	0.114
16.817	-0.216	-1.307E-2	0.199	0.114
16.833	-0.216	-1.631E-2	0.201	0.113
16.850	-0.217	-1.742E-2	0.203	0.112
16.867	-0.217	-1.136E-2	0.205	0.107
16.883	-0.217	-9.009E-3	0.206	0.105
16.900	-0.217	-7.637E-3	0.208	0.102
16.917	-0.217	-4.166E-3	0.210	9.813E-2
16.933	-0.217	-1.765E-3	0.212	9.597E-2
16.950	-0.217	2.528E-3	0.213	9.479E-2
16.967	-0.217	3.284E-3	0.215	9.200E-2
16.983	-0.217	3.664E-3	0.216	8.668E-2
17.000	-0.217	6.085E-3	0.218	8.540E-2
17.017	-0.217	8.976E-3	0.219	7.105E-2
17.033	-0.217	7.893E-3	0.220	6.895E-2
17.050	-0.217	1.078E-2	0.221	7.136E-2
17.067	-0.216	1.548E-2	0.222	6.391E-2
17.083	-0.216	1.883E-2	0.223	5.910E-2
17.100	-0.216	2.161E-2	0.224	5.461E-2
17.117	-0.215	2.142E-2	0.225	5.364E-2
17.133	-0.215	2.232E-2	0.226	4.526E-2
17.150	-0.215	2.749E-2	0.227	3.814E-2
17.167	-0.214	3.129E-2	0.227	3.610E-2
17.183	-0.214	3.162E-2	0.228	3.323E-2
17.200	-0.213	3.490E-2	0.228	2.692E-2
17.217	-0.212	3.546E-2	0.229	1.828E-2
17.233	-0.212	3.429E-2	0.229	1.269E-2
17.250	-0.211	4.002E-2	0.229	5.986E-3
17.267	-0.211	4.247E-2	0.229	2.364E-3
17.283	-0.210	3.870E-2	0.229	-3.328E-3
17.300	-0.209	4.279E-2	0.229	-9.882E-3
17.317	-0.208	4.664E-2	0.229	-1.237E-2
17.333	-0.208	4.452E-2	0.229	-1.746E-2
17.350	-0.207	4.878E-2	0.228	-2.291E-2
17.367	-0.206	5.193E-2	0.228	-2.811E-2
17.383	-0.205	5.169E-2	0.227	-2.964E-2
17.400	-0.204	5.878E-2	0.227	-3.776E-2
17.417	-0.203	5.341E-2	0.226	-4.743E-2
17.433	-0.203	4.982E-2	0.225	-4.431E-2
17.450	-0.202	5.482E-2	0.225	-4.905E-2
17.467	-0.201	5.961E-2	0.224	-5.661E-2
17.483	-0.200	5.982E-2	0.223	-5.869E-2
17.500	-0.199	5.484E-2	0.222	-6.436E-2
17.517	-0.198	5.703E-2	0.221	-6.525E-2
17.533	-0.197	5.383E-2	0.220	-6.880E-2
17.550	-0.196	5.460E-2	0.218	-7.345E-2
17.567	-0.195	5.570E-2	0.217	-7.389E-2
17.583	-0.194	5.611E-2	0.216	-7.890E-2
17.600	-0.193	5.803E-2	0.215	-8.670E-2
17.617	-0.192	5.562E-2	0.213	-8.788E-2
17.633	-0.191	5.481E-2	0.212	-8.914E-2
17.650	-0.190	5.189E-2	0.210	-9.251E-2
17.667	-0.190	5.003E-2	0.209	-9.394E-2
17.683	-0.189	4.831E-2	0.207	-9.853E-2
17.700	-0.188	4.716E-2	0.205	-0.103
17.717	-0.187	4.665E-2	0.204	-0.104
17.733	-0.186	4.216E-2	0.202	-0.106
17.750	-0.186	4.208E-2	0.200	-0.105
17.767	-0.185	4.285E-2	0.198	-0.105
17.783	-0.184	4.070E-2	0.197	-0.105
17.800	-0.184	3.654E-2	0.195	-0.102
17.817	-0.183	1.712E-2	0.193	-4.904E-2
17.833	-0.183	1.798E-2	0.193	-5.059E-2
17.850	-0.182	3.420E-2	0.191	-0.102
17.867	-0.182	2.810E-2	0.190	-0.105
17.883	-0.182	2.286E-2	0.188	-0.106
17.900	-0.181	2.036E-2	0.186	-0.103
17.917	-0.181	2.139E-2	0.185	-9.908E-2
17.933	-0.180	1.906E-2	0.183	-0.101
17.950	-0.180	1.115E-2	0.181	-0.105
17.967	-0.180	1.160E-2	0.179	-9.806E-2
17.983	-0.180	7.340E-3	0.178	-9.430E-2
18.000	-0.180	-1.249E-3	0.176	-9.396E-2
18.017	-0.180	-3.057E-3	0.175	-9.057E-2
18.033	-0.180	-5.322E-3	0.173	-9.125E-2
18.050	-0.180	-7.378E-3	0.172	-8.766E-2
18.067	-0.180	-1.013E-2	0.170	-8.227E-2
18.083	-0.180	-1.355E-2	0.169	-8.107E-2
18.100	-0.181	-1.663E-2	0.168	-8.109E-2
18.117	-0.181	-2.172E-2	0.166	-7.629E-2
18.133	-0.181	-2.627E-2	0.165	-6.877E-2
18.150	-0.182	-2.866E-2	0.164	-6.540E-2
18.167	-0.182	-3.167E-2	0.163	-6.440E-2
18.183	-0.183	-3.666E-2	0.162	-6.214E-2
18.200	-0.184	-3.846E-2	0.161	-5.548E-2
18.217	-0.184	-4.025E-2	0.160	-4.806E-2
18.233	-0.185	-4.424E-2	0.159	-4.677E-2
18.250	-0.186	-5.007E-2	0.158	-4.925E-2
18.267	-0.187	-5.194E-2	0.158	-4.345E-2
18.283	-0.187	-5.197E-2	0.157	-3.255E-2
18.300	-0.188	-5.880E-2	0.157	-2.983E-2
18.317	-0.189	-6.325E-2	0.156	-2.868E-2
18.333	-0.190	-6.484E-2	0.156	-2.024E-2
18.350	-0.192	-6.967E-2	0.155	-1.546E-2
18.367	-0.193	-7.248E-2	0.155	-1.379E-2
18.383	-0.194	-7.646E-2	0.155	-1.037E-2
18.400	-0.195	-7.464E-2	0.155	-6.814E-3
18.417	-0.196	-7.549E-2	0.155	-1.837E-3
18.433	-0.198	-8.063E-2	0.155	2.690E-3
18.450	-0.199	-7.920E-2	0.155	7.856E-3
18.467	-0.200	-8.241E-2	0.155	8.771E-3
18.483	-0.202	-8.370E-2	0.155	1.507E-2
18.500	-0.203	-8.436E-2	0.155	1.922E-2
18.517	-0.205	-8.574E-2	0.156	2.228E-2
18.533	-0.206	-8.367E-2	0.156	2.716E-2
18.550	-0.207	-8.217E-2	0.157	3.231E-2
18.567	-0.209	-8.624E-2	0.157	3.467E-2
18.583	-0.210	-8.702E-2	0.158	3.283E-2
18.600	-0.212	-8.987E-2	0.158	4.269E-2
18.617	-0.213	-9.192E-2	0.159	4.411E-2
18.633	-0.215	-8.542E-2	0.160	4.594E-2
18.650	-0.216	-8.664E-2	0.161	5.308E-2
18.667	-0.218	-8.563E-2	0.162	5.974E-2
18.683	-0.219	-8.521E-2	0.163	6.255E-2
18.700	-0.221	-8.672E-2	0.164	5.910E-2
18.717	-0.222	-8.339E-2	0.165	6.165E-2
18.733	-0.223	-8.027E-2	0.166	6.370E-2
18.750	-0.225	-8.045E-2	0.167	6.648E-2
18.767	-0.226	-7.715E-2	0.168	6.623E-2
18.783	-0.227	-7.361E-2	0.169	6.494E-2
18.800	-0.228	-7.407E-2	0.170	6.964E-2
18.817	-0.230	-7.276E-2	0.171	7.490E-2
18.833	-0.231	-7.152E-2	0.173	7.421E-2
18.850	-0.232	-6.862E-2	0.174	7.243E-2
18.867	-0.233	-6.424E-2	0.175	7.316E-2
18.883	-0.234	-6.117E-2	0.176	7.963E-2
18.900	-0.235	-5.569E-2	0.178	8.072E-2
18.917	-0.236	-4.938E-2	0.179	7.590E-2
18.933	-0.237	-4.956E-2	0.180	7.615E-2
18.950	-0.238	-4.444E-2	0.181	7.470E-2
18.967	-0.238	-3.974E-2	0.183	7.737E-2
18.983	-0.239	-4.014E-2	0.184	8.043E-2
19.000	-0.240	-3.722E-2	0.185	7.680E-2
19.017	-0.240	-3.153E-2	0.187	7.067E-2
19.033	-0.241	-2.754E-2	0.188	7.232E-2
19.050	-0.241	-2.193E-2	0.189	7.435E-2
19.067	-0.241	-1.568E-2	0.190	7.201E-2
19.083	-0.242	-9.388E-3	0.191	7.111E-2
19.100	-0.242	-3.256E-3	0.193	6.722E-2
19.117	-0.242	-8.638E-4	0.194	6.431E-2
19.133	-0.242	8.175E-4	0.195	6.427E-2
19.150	-0.242	4.517E-3	0.196	6.433E-2
19.167	-0.242	1.269E-2	0.197	6.538E-2
19.183	-0.241	1.633E-2	0.198	6.199E-2
19.200	-0.241	1.992E-2	0.199	5.824E-2
19.217	-0.241	3.089E-2	0.200	5.668E-2
19.233	-0.240	3.277E-2	0.201	5.249E-2
19.250	-0.240	3.102E-2	0.202	4.354E-2
19.267	-0.239	4.023E-2	0.202	4.456E-2
19.283	-0.238	4.457E-2	0.203	4.812E-2
19.300	-0.238	4.645E-2	0.204	4.201E-2
19.317	-0.237	4.889E-2	0.205	3.849E-2
19.333	-0.236	5.440E-2	0.205	3.696E-2
19.350	-0.235	5.962E-2	0.206	3.266E-2
19.367	-0.234	6.357E-2	0.206	2.904E-2
19.383	-0.233	6.882E-2	0.207	2.901E-2
19.400	-0.232	7.211E-2	0.207	2.244E-2
19.417	-0.230	7.749E-2	0.207	1.616E-2
19.433	-0.229	7.818E-2	0.208	1.599E-2
19.450	-0.228	8.325E-2	0.208	1.515E-2
19.467	-0.226	8.986E-2	0.208	1.317E-2
19.483	-0.225	8.994E-2	0.208	6.444E-3
19.500	-0.223	9.171E-2	0.208	2.760E-3
19.517	-0.222	9.498E-2	0.209	1.211E-3
19.533	-0.220	9.846E-2	0.208	-4.105E-4
19.550	-0.218	0.102	0.208	-2.576E-3
19.567	-0.217	0.100	0.208	-9.572E-3
19.583	-0.215	0.100	0.208	-1.140E-2
19.600	-0.213	0.106	0.208	-1.080E-2
19.617	-0.212	0.108	0.208	-1.480E-2
19.633	-0.210	0.105	0.208	-1.923E-2
19.650	-0.208	0.108	0.207	-2.495E-2
19.667	-0.206	0.108	0.207	-2.464E-2
19.683	-0.204	0.110	0.206	-2.466E-2
19.700	-0.202	0.110	0.206	-3.003E-2
19.717	-0.201	0.111	0.205	-3.201E-2
19.733	-0.199	0.111	0.205	-3.830E-2
19.750	-0.197	0.105	0.204	-3.962E-2
19.767	-0.195	0.113	0.203	-3.942E-2
19.783	-0.193	0.112	0.203	-3.873E-2
19.800	-0.192	0.104	0.202	-3.695E-2
19.817	-0.190	0.102	0.202	-4.099E-2
19.833	-0.188	0.104	0.201	-4.188E-2
19.850	-0.186	0.103	0.200	-4.013E-2
19.867	-0.185	9.920E-2	0.199	-4.540E-2
19.883	-0.183	9.934E-2	0.199	-4.576E-2
19.900	-0.181	9.673E-2	0.198	-4.616E-2
19.917	-0.180	8.940E-2	0.197	-4.423E-2
19.933	-0.178	8.583E-2	0.196	-4.494E-2
19.950	-0.177	8.579E-2	0.196	-5.029E-2
19.967	-0.176	8.297E-2	0.195	-4.861E-2
19.983	-0.174	8.113E-2	0.194	-4.717E-2
20.000	-0.173	7.335E-2	0.193	-4.329E-2
20.017	-0.172	6.677E-2	0.193	-4.570E-2
20.033	-0.171	6.704E-2	0.192	-4.872E-2
20.050	-0.170	6.483E-2	0.191	-4.377E-2
20.067	-0.168	5.803E-2	0.190	-4.107E-2
20.083	-0.168	5.309E-2	0.190	-4.259E-2
20.100	-0.167	5.314E-2	0.189	-4.369E-2
20.117	-0.166	4.465E-2	0.188	-4.406E-2
20.133	-0.165	3.657E-2	0.187	-3.860E-2
20.150	-0.165	3.300E-2	0.187	-3.696E-2
20.167	-0.164	2.946E-2	0.186	-4.002E-2
20.183	-0.164	2.496E-2	0.185	-3.242E-2
20.200	-0.163	1.990E-2	0.185	-2.980E-2
20.217	-0.163	1.372E-2	0.184	-3.544E-2
20.233	-0.163	5.815E-3	0.184	-3.133E-2
20.250	-0.163	5.215E-3	0.183	-2.893E-2
20.267	-0.163	3.988E-3	0.183	-3.160E-2
20.283	-0.163	-5.096E-3	0.182	-2.981E-2
20.300	-0.163	-1.125E-2	0.182	-2.652E-2
20.317	-0.163	-2.080E-2	0.181	-2.238E-2
20.333	-0.163	-2.337E-2	0.181	-1.712E-2
20.350	-0.164	-2.248E-2	0.181	-1.634E-2
20.367	-0.164	-3.011E-2	0.181	-1.850E-2
20.383	-0.165	-4.007E-2	0.180	-1.420E-2
20.400	-0.166	-4.140E-2	0.180	-8.053E-3
20.417	-0.166	-4.202E-2	0.180	-7.188E-3
20.433	-0.167	-5.225E-2	0.180	-7.678E-3
20.450	-0.168	-5.808E-2	0.180	-7.410E-3
20.467	-0.169	-6.178E-2	0.180	-3.963E-3
20.483	-0.170	-6.912E-2	0.180	6.015E-4
20.500	-0.171	-7.448E-2	0.180	8.462E-4
20.517	-0.172	-7.506E-2	0.180	1.209E-3
20.533	-0.174	-7.822E-2	0.180	8.189E-3
20.550	-0.175	-8.233E-2	0.180	8.387E-3
20.567	-0.176	-8.604E-2	0.180	4.996E-3
20.583	-0.178	-8.882E-2	0.180	7.504E-3
20.600	-0.179	-9.635E-2	0.180	9.223E-3
20.617	-0.181	-0.101	0.180	1.093E-2
20.633	-0.183	-0.102	0.181	1.622E-2
20.650	-0.185	-0.107	0.181	1.822E-2
20.667	-0.186	-0.109	0.181	1.545E-2
20.683	-0.188	-0.107	0.181	1.885E-2
20.700	-0.190	-0.113	0.182	2.126E-2
20.717	-0.192	-0.116	0.182	2.118E-2
20.733	-0.194	-0.108	0.183	2.374E-2
20.750	-0.196	-0.113	0.183	1.969E-2
20.767	-0.198	-0.121	0.183	2.345E-2
20.783	-0.200	-0.118	0.184	2.954E-2
20.800	-0.201	-0.119	0.184	2.529E-2
20.817	-0.204	-0.122	0.185	2.376E-2
20.833	-0.206	-0.120	0.185	2.664E-2
20.850	-0.208	-0.118	0.185	2.675E-2
20.867	-0.209	-0.120	0.186	2.583E-2
20.883	-0.212	-0.122	0.186	2.707E-2
20.900	-0.214	-0.121	0.187	2.556E-2
20.917	-0.216	-0.119	0.187	2.370E-2
20.933	-0.218	-0.115	0.188	2.335E-2
20.950	-0.219	-0.110	0.188	2.575E-2
20.967	-0.221	-0.106	0.188	2.527E-2
20.983	-0.223	-0.108	0.189	2.380E-2
21.000	-0.225	-0.110	0.189	2.281E-2
21.017	-0.227	-0.105	0.190	2.377E-2
21.033	-0.228	-0.100	0.190	2.284E-2
21.050	-0.230	-9.725E-2	0.190	1.774E-2
21.067	-0.232	-9.669E-2	0.191	1.874E-2
21.083	-0.233	-9.561E-2	0.191	2.258E-2
21.100	-0.235	-9.098E-2	0.191	1.850E-2
21.117	-0.236	-8.413E-2	0.192	1.575E-2
21.133	-0.238	-7.783E-2	0.192	1.603E-2
21.150	-0.239	-7.635E-2	0.192	1.306E-2
21.167	-0.240	-7.214E-2	0.192	1.074E-2
21.183	-0.241	-6.592E-2	0.192	7.228E-3
21.200	-0.242	-6.297E-2	0.193	6.594E-3
21.217	-0.243	-5.863E-2	0.193	9.016E-3
21.233	-0.244	-5.282E-2	0.193	7.921E-3
21.250	-0.245	-4.901E-2	0.193	6.642E-3
21.267	-0.246	-4.434E-2	0.193	1.540E-3
21.283	-0.247	-3.945E-2	0.193	-3.450E-3
21.300	-0.247	-3.020E-2	0.193	-3.298E-3
21.317	-0.248	-2.454E-2	0.193	-2.475E-3
21.333	-0.248	-2.394E-2	0.193	-3.724E-3
21.350	-0.248	-1.988E-2	0.193	-6.869E-3
21.367	-0.249	-9.447E-3	0.193	-6.918E-3
21.383	-0.249	-3.823E-3	0.193	-1.050E-2
21.400	-0.249	-3.504E-3	0.192	-1.376E-2
21.417	-0.249	1.653E-3	0.192	-1.357E-2
21.433	-0.249	8.556E-3	0.192	-1.684E-2
21.450	-0.248	1.775E-2	0.192	-1.709E-2
21.467	-0.248	2.566E-2	0.191	-1.734E-2
21.483	-0.248	2.784E-2	0.191	-2.123E-2
21.500	-0.247	3.098E-2	0.191	-2.163E-2
21.517	-0.247	3.590E-2	0.190	-2.456E-2
21.533	-0.246	4.398E-2	0.190	-2.521E-2
21.550	-0.245	4.635E-2	0.189	-2.556E-2
21.567	-0.244	5.104E-2	0.189	-3.009E-2
21.583	-0.243	5.613E-2	0.188	-3.198E-2
21.600	-0.243	6.101E-2	0.188	-3.401E-2
21.617	-0.241	6.478E-2	0.187	-3.484E-2
21.633	-0.240	6.818E-2	0.187	-3.348E-2
21.650	-0.239	7.572E-2	0.186	-3.365E-2
21.667	-0.238	7.582E-2	0.186	-3.128E-2
21.683	-0.237	8.112E-2	0.185	-3.094E-2
21.700	-0.235	8.439E-2	0.185	-3.444E-2
21.717	-0.234	8.556E-2	0.184	-3.308E-2
21.733	-0.232	9.146E-2	0.183	-3.358E-2
21.750	-0.231	9.435E-2	0.183	-3.917E-2
21.767	-0.229	9.793E-2	0.182	-3.551E-2
21.783	-0.227	0.103	0.182	-3.389E-2
21.800	-0.226	0.104	0.181	-3.523E-2
21.817	-0.224	0.107	0.180	-3.282E-2
21.833	-0.222	0.106	0.180	-3.424E-2
21.850	-0.220	0.109	0.179	-3.372E-2
21.867	-0.219	0.111	0.179	-3.399E-2
21.883	-0.217	0.109	0.178	-3.414E-2
21.900	-0.215	0.112	0.178	-3.422E-2
21.917	-0.213	0.116	0.177	-3.483E-2
21.933	-0.211	0.115	0.176	-3.258E-2
21.950	-0.209	0.112	0.176	-2.959E-2
21.967	-0.207	0.112	0.175	-2.546E-2
21.983	-0.205	0.116	0.175	-2.717E-2
22.000	-0.203	0.117	0.175	-2.620E-2
22.017	-0.202	0.111	0.174	-2.341E-2
22.033	-0.200	0.110	0.174	-2.160E-2
22.050	-0.198	0.108	0.174	-1.608E-2
22.067	-0.196	0.108	0.173	-1.441E-2
22.083	-0.194	0.107	0.173	-1.508E-2
22.100	-0.193	0.106	0.173	-1.415E-2
22.117	-0.191	0.108	0.173	-1.079E-2
22.133	-0.189	0.103	0.172	-1.051E-2
